baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mmu-miR-146b-5p	6.3486126494685	1.14666781618016	0.849448895373638	0.661258515395365	0.508446540803582	1
mmu-miR-147-3p	1.07811907220075	0.718487054490929	1.68207641638244	0.0793807894036928	0.936729748252834	NA
mmu-miR-148a-3p	15.7014539948318	1.72782442509445	0.608548353770634	1.87801333664284	0.0603793406536557	0.378743136827477
mmu-miR-148b-5p	0.345255586449673	-0.230697712558747	2.12678575851922	0	1	NA
mmu-miR-148b-3p	9.79564826447297	-0.459372908604274	0.683097741213412	0	1	1
mmu-miR-149-5p	4.59739786752279	0.323822108673314	1.0547517484807	0	1	1
mmu-miR-150-5p	56.9124527723589	1.54387060770537	0.385826250731739	2.48533661244043	0.0129428985559837	0.120683783832821
mmu-miR-150-3p	0.49328706219168	1.7462343737209	2.08595473884925	0.556710004954557	0.577725580065449	NA
mmu-miR-151-5p	11.5190770929486	0.525029494792893	0.671840812788932	0	1	1
mmu-miR-151-3p	9.74121879535128	0.251827037572755	0.664410269249872	0	1	1
mmu-miR-152-3p	6.13446531455547	-0.494826878346982	1.43070067524284	0	1	1
mmu-miR-153-3p	0.542880176573462	1.00796738847479	1.89212129343073	0.2235611898784	0.823098765287895	NA
mmu-miR-154-5p	2.99140863848587	-0.0955291589664666	1.08646521313871	0	1	1
mmu-miR-154-3p	29.9270782514042	-1.02876329855411	0.411624312727021	-1.07816954468206	0.280958100511188	1
mmu-miR-155-5p	0.231308341901905	-0.727630706732938	2.16212336002668	-0.0659852294505627	0.947389585015018	NA
mmu-miR-15a-5p	1.62949247073483	-0.53509368201286	1.26326262602034	0	1	1
mmu-miR-15a-3p	2.53959983908857	-1.15268068060161	1.2858027697657	-0.441528197970756	0.658830652202871	1
mmu-miR-15b-5p	18.1939087964338	1.22567816611212	0.497644960971601	1.28749553525074	0.197921624790199	0.822686271718298
mmu-miR-15b-3p	13.7361957004029	0.685953979992668	0.563561007322242	0.179202389731277	0.857778787367291	1
mmu-miR-16-1-3p	2.35805784031604	-0.979820205736126	1.29853330149101	-0.304079767967124	0.76106712028872	1
mmu-miR-16-2-3p	6.22542668281099	0.548579932652166	0.774039529933971	0	1	1
mmu-miR-17-5p	498.969615598396	-0.626281824208967	0.235232169921098	-0.17565337046234	0.860566270583824	1
mmu-miR-17-3p	11.0160651456257	-0.52772186265266	0.640063890932912	0	1	1
mmu-miR-181c-5p	25.7049359163828	-0.7259623203288	0.410153530681868	-0.343773267959527	0.731016805397191	1
mmu-miR-181c-3p	0.185682018135835	0.584440922774163	2.16237549517905	0	1	NA
mmu-miR-181d-5p	3.75732528401525	0.343609770231957	0.97062420977251	0	1	1
mmu-miR-181d-3p	0.291301053972053	1.05297711726497	2.12826533197674	0.219904261706468	0.825945717191419	NA
mmu-miR-182-5p	24.1349823640978	0.61605686307441	0.503886720401635	0.061709033189978	0.950794546236178	1
mmu-miR-182-3p	2.80233965275717	-1.1424839395766	1.17340993757613	-0.475129297104044	0.63469481769429	1
mmu-miR-183-5p	169.830928918256	0.933398684364786	0.315180624880695	1.10551270013988	0.268937494398983	1
mmu-miR-183-3p	6.5646587072238	1.41854306097132	0.874258230915985	0.953471789881572	0.340351082776773	1
mmu-miR-1839-5p	1.98049939407685	1.63265051990513	1.41109336565634	0.742465413475074	0.457805399575985	1
mmu-miR-1839-3p	1.2850415230238	-1.53056646473557	1.61029974125407	-0.587222328731166	0.557054398020273	1
mmu-miR-1843a-5p	0.195302404162797	-1.19944470478792	2.16212336002668	-0.284203119686555	0.776254724837591	NA
mmu-miR-1843b-3p	0.133328269823566	0.204568559678278	2.16229337438236	0	1	NA
mmu-miR-185-5p	6.07648875107928	-0.962251085370735	0.783616313029351	-0.481471069930938	0.630181736205025	1
mmu-miR-186-5p	25.6300290002159	-0.614630686339955	0.409342820645881	-0.0724776009799972	0.942221830409576	1
mmu-miR-186-3p	0.379132243675701	0	2.15460578651227	0	1	NA
mmu-miR-187-3p	1.04737773466427	-0.422159437668826	1.82192952767122	0	1	NA
mmu-miR-188-5p	8.55611035223357	-3.65081030270683	1.34749845044243	-2.27521434327368	0.0228930748540085	0.197452770615823
mmu-miR-188-3p	0.549178167196172	-0.32816196425565	1.99113894376572	0	1	NA
mmu-miR-18a-5p	48.0285810584966	-0.171516274557994	0.393284502624121	0	1	1
mmu-miR-18a-3p	2.13858265670595	-1.03321937789368	1.1690737587709	-0.383429081193131	0.701401644254907	1
mmu-miR-18b-5p	1.99127768217917	-1.00788033304686	1.28572005070759	-0.328934616904322	0.742205108401949	1
mmu-miR-18b-3p	1.71901855488166	1.87454362656527	1.55812094406887	0.827651493135387	0.407867897271958	1
mmu-miR-190a-5p	7.15060091906335	-0.221075782600063	0.729745419595508	0	1	1
mmu-miR-190a-3p	0.800710827817379	2.5084635465719	1.86137276930643	1.03337766489808	0.301427194598165	NA
mmu-miR-191-5p	279.182959926624	0.250829077148831	0.283497092223179	0	1	1
mmu-miR-191-3p	1.58160736657776	0.314910858150696	1.37552760221682	0	1	1
mmu-miR-192-5p	3.8591774419133	-0.826782854712369	0.907263539275048	-0.266538159556638	0.789824774864864	1
mmu-miR-192-3p	0.149399382986421	0	2.16212336002668	0	1	NA
mmu-miR-193a-5p	1.02136823129359	0.336051732432509	1.74720558121527	0	1	NA
mmu-miR-193a-3p	0.896739491137187	-0.353004927397965	1.90044978157028	0	1	NA
mmu-miR-193b-3p	0.635250569537478	-1.69822503449716	1.99209664885607	-0.558839619762059	0.576271180321563	NA
mmu-miR-1946a	0.823857044733462	0.888699947604966	1.7382792901419	0.174734548473516	0.861288219623461	NA
mmu-miR-1946b	0.517699701599278	0.461816226635321	2.04532335696331	0	1	NA
mmu-miR-1949	48.8663825594805	2.95978430996847	0.394559982998574	6.0189119818973	0.00000000175593311730447	0.0000000865424179242916
mmu-miR-1955-5p	0.220927900592769	0.770489891702156	2.16237980504457	0.085797781938301	0.931627169735201	NA
mmu-miR-195a-5p	2.84065661213184	0.745342350256436	1.01354730695398	0.158236175494629	0.8742706989078	1
mmu-miR-195a-3p	0.53512086757259	-2.07388631765339	1.98258379189645	-0.751001709495463	0.452651626973297	NA
mmu-miR-196a-1-3p	0.750514726322111	-0.623310331852501	1.7497224123238	-0.02191652279313	0.982514544657783	NA
mmu-miR-196b-5p	1.07722009165189	1.46620159440144	1.64470528869911	0.535803648067126	0.592094260670181	NA
mmu-miR-1981-5p	0.578693663337258	0	1.96714090143528	0	1	NA
mmu-miR-1981-3p	0.840814417826607	0.106172804566439	1.80424740611264	0	1	NA
mmu-miR-1983	128.81474975648	-1.40841351400416	0.370664579691804	-2.22155301153318	0.0263135283836527	0.221418714447809
mmu-miR-199b-5p	0.612039698146985	0	2.01920030793503	0	1	NA
mmu-miR-19a-5p	0.296931891451141	0	2.16212336002668	0	1	NA
mmu-miR-19a-3p	1078.54343349095	0.687196598337373	0.353759170166347	0.288993491159942	0.772586358454753	1
mmu-miR-19b-1-5p	2.57186167251652	-0.708803306527116	1.28933722300257	-0.096049973270424	0.923480883069634	1
mmu-miR-19b-2-5p	1.35557490411443	-1.28819584938188	1.49305119293312	-0.471004177210571	0.637637751899255	1
mmu-miR-1b-5p	0.126727443854037	0	2.16212336002668	0	1	NA
mmu-miR-200a-5p	1.51900240218377	0.535236117179244	1.4499933789206	0	1	1
mmu-miR-200a-3p	12.4123414543098	0.838675825601373	0.741911006630296	0.341972719925754	0.732371422271734	1
mmu-miR-200b-5p	1.41338649951148	2.12052288838421	1.52769734077671	1.00514699258581	0.31482607495983	1
mmu-miR-200b-3p	12.2390150181588	1.42334821106297	0.697091962136119	1.20269025592079	0.229096206019499	0.888069562659854
mmu-miR-200c-5p	0.179979396184057	0.553397298598923	2.16237303491265	0	1	NA
mmu-miR-200c-3p	7.84537886826086	1.86817822559835	0.772201429822125	1.66176294852599	0.0965603139821334	0.546119808587476
mmu-miR-203-5p	0.354450269768462	0	2.16212336002668	0	1	NA
mmu-miR-203-3p	25.186536928978	1.07453409111872	0.809423588483423	0.604839786439696	0.545285454884422	1
mmu-miR-205-5p	13.0749842606324	0.735486506583779	0.63416331357056	0.237358425884211	0.812378739534884	1
mmu-miR-206-3p	0.269059605966802	0	2.16212336002668	0	1	NA
mmu-miR-208a-3p	0.125712952481746	-1.19944470478792	2.16212336002668	-0.284203119686555	0.776254724837591	NA
mmu-miR-20a-5p	61.9520657235126	0.214240240656548	0.33783210906563	0	1	1
mmu-miR-20a-3p	24.5815813355233	-0.259509077194085	0.525074702999712	0	1	1
mmu-miR-20b-5p	284.073985177907	0.425587099729282	0.267303225982239	0	1	1
mmu-miR-20b-3p	2.32009417000385	0.662398479472369	1.18024227855198	0.065610239658774	0.947688136612651	1
mmu-miR-210-5p	0.842208469687961	0.474794421769784	1.71603513551993	0	1	NA
mmu-miR-210-3p	26.5341177093416	0.963980868668017	0.892241664009065	0.424793397613643	0.670987291131848	1
mmu-miR-211-5p	0.678969080327514	2.22290540079253	2.00123613903135	0.818465581410192	0.413091387536319	NA
mmu-miR-2137	731.973131016762	0.831234070255072	0.423834193494399	0.581056397322437	0.56120244415034	1
mmu-miR-214-5p	0.24058885681125	0	2.16212336002668	0	1	NA
mmu-miR-214-3p	0.491000218593797	0	2.11928060844145	0	1	NA
mmu-miR-21a-5p	149.444107796371	-0.684392362420806	0.40496460093281	-0.245527291695669	0.806048179042427	1
mmu-miR-21a-3p	2.14871727287584	0.498046631600531	1.65852717877621	0	1	1
mmu-miR-22-5p	9.4172442155859	0.640400220312053	1.10329977566298	0.0502471955616812	0.959925402408329	1
mmu-miR-22-3p	200.501307403315	0.583052447137079	0.415053708739699	0	1	1
mmu-miR-221-3p	1.73014821877297	-0.852275774319665	1.43830259962534	-0.185853292393506	0.85255981121414	1
mmu-miR-222-5p	0.241814744915395	-0.71465263892906	2.1621527944192	-0.0599819487978142	0.952170011573422	NA
mmu-miR-222-3p	1.24274344322435	-0.352719106511663	1.42254815116029	0	1	1
mmu-miR-224-5p	0.255210645347229	0.409597406606649	2.16237540453955	0	1	NA
mmu-miR-23a-5p	1.94806132609454	-0.424902107606711	1.429816113699	0	1	1
mmu-miR-23a-3p	188.351247411646	0.551530529559308	0.346391197376692	0	1	1
mmu-miR-23b-3p	56.0199588017286	0.682489133699817	0.386168742545956	0.252549267285802	0.800616538089939	1
mmu-miR-24-1-5p	1.02901154032964	-0.406767613910857	1.53002521271802	0	1	NA
mmu-miR-24-2-5p	14.1556759212055	-0.42655890205702	1.02865237051475	0	1	1
mmu-miR-25-5p	1.12637877586374	-0.0634977375723634	1.55722822801711	0	1	NA
mmu-miR-25-3p	342.498506149141	1.22713760845155	0.310844979665637	2.06590149347484	0.0388377818264912	0.291627694247844
mmu-miR-26a-2-3p	1.79670915498781	1.43105293655429	1.40411683675859	0.602578370747504	0.546789212745269	1
mmu-miR-26b-5p	10.0025270019337	3.08213571145658	0.95886885425272	2.6042906698451	0.0092064640751977	0.0934185325277414
mmu-miR-26b-3p	0.81253650063685	0.506615765063275	1.74580561393728	0	1	NA
mmu-miR-27a-5p	1.47942148159072	-0.663035823549578	1.67575637429883	-0.0465899005522738	0.96284008148256	1
mmu-miR-27a-3p	77.2327355554208	0.663262902141269	0.453426701486586	0.172685907476117	0.862898321575641	1
mmu-miR-27b-5p	1.15592811177715	2.6686803231206	1.53682124235701	1.35586219461912	0.175143018128474	0.784731704601605
mmu-miR-27b-3p	26.1316033690471	0.708691990907278	0.458539642956937	0.26983379100712	0.787288125259589	1
mmu-miR-28a-5p	12.7329080366581	-0.672166831833473	0.590494985979452	-0.147680053485418	0.882595274023946	1
mmu-miR-28a-3p	8.42742426976248	0.0658936915812336	0.744612814757547	0	1	1
mmu-miR-290a-5p	3416.99022582056	0.188104832507037	0.200137474098737	0	1	1
mmu-miR-290a-3p	18.5157165696873	-0.415826670386316	0.441768725676664	0	1	1
mmu-miR-291a-5p	2373.5695971709	0.843066556555939	0.305887171160341	0.843788429752382	0.398787642122074	1
mmu-miR-291a-3p	2464.33223750855	-0.149471332263156	0.265707618944517	0	1	1
mmu-miR-291b-5p	160.443778024246	-0.0499218723385484	0.414578255790252	0	1	1
mmu-miR-291b-3p	210.637723698699	-2.19029275249309	0.843907027275238	-1.90225960904146	0.0571372233413531	0.368595260803829
mmu-miR-292a-5p	1924.79597923335	0.531346685605445	0.205393000123057	0	1	1
mmu-miR-292a-3p	627.796827232172	0.683043332996171	0.240301885204271	0.408156732485224	0.683158611292041	1
mmu-miR-293-5p	963.09634211873	0.685691113558283	0.279560022591756	0.360311220121134	0.718614409597332	1
mmu-miR-293-3p	1499.09806422425	-0.832589928924001	0.288703503685614	-0.85772228269353	0.391045832842258	1
mmu-miR-294-5p	355.727464208715	0.511828191490589	0.232551145926106	0	1	1
mmu-miR-294-3p	2269.5694307835	0.710807174360488	0.220982502554192	0.569478000225249	0.569031796383347	1
mmu-miR-295-5p	263.306457615417	0.573253085784427	0.280655756264224	0	1	1
mmu-miR-295-3p	1645.39344942419	-0.203377570355518	0.250475426622067	0	1	1
mmu-miR-296-5p	26.2060310245456	2.12313675215745	0.551722363343872	2.78794979799939	0.0053042762788735	0.0590314618132695
mmu-miR-296-3p	19.2290478793768	0.532599814798964	0.603291836275091	0	1	1
mmu-miR-297b-5p	4.72685384416103	-4.71601823747679	1.31785971715215	-3.13467031656655	0.00172047348288058	0.0228293596766846
mmu-miR-297c-5p	26.9561375301894	-4.0529169918662	1.49101946657922	-2.32589484502266	0.0200241611163048	0.177136809875004
mmu-miR-298-5p	67.2260406987476	-0.909383226282101	0.423945279387785	-0.765241981298713	0.444127465298157	1
mmu-miR-298-3p	0.788875460197643	0	2.02363351156554	0	1	NA
mmu-miR-299a-5p	13.7693945268254	0.923577297101962	0.587799613400406	0.576071825603845	0.564566634176948	1
mmu-miR-299a-3p	1.87627222043383	-0.338623572975019	1.32702645738537	0	1	1
mmu-miR-29a-5p	0.852190111420337	0.13548573525341	1.83654205035039	0	1	NA
mmu-miR-29a-3p	69.4628555735927	1.69001775940302	0.551347297095872	2.00428162884366	0.0450399006645836	0.31553811298123
mmu-miR-29b-1-5p	0.193961589408951	0	2.16212336002668	0	1	NA
mmu-miR-29c-5p	0.521210399812991	0	1.99116437536248	0	1	NA
mmu-miR-29c-3p	13.224801656136	0.713689796408598	0.739217907961901	0.174139850105034	0.861755555769763	1
mmu-miR-300-5p	1.17801148937334	-0.115691682254967	1.50472076358264	0	1	1
mmu-miR-300-3p	37.5449541898579	-0.131555983228499	0.38688172104093	0	1	1
mmu-miR-301a-5p	1.86426466136135	-2.00986547367875	1.65435758033082	-0.861302894790527	0.389071241769175	1
mmu-miR-301a-3p	398.37407515782	-1.71820781558658	0.271699117451535	-4.17095692284526	0.0000303323202940915	0.000615567676556563
mmu-miR-301b-5p	0.588294039771436	-1.22248645351028	2.03911556250027	-0.312647289105782	0.75454864635726	NA
mmu-miR-301b-3p	28.1889436956528	-1.1657415208035	0.44960486003569	-1.29175431964023	0.196442239456069	0.822686271718298
mmu-miR-302a-5p	2.84044669936071	-4.57108027091409	2.16203302493439	-1.8436895848591	0.0652283917516418	0.401853484898507
mmu-miR-302a-3p	2.73031128349731	-5.63856968777658	1.51878894357812	-3.32739266270245	0.000876627535087184	0.0126015208168783
mmu-miR-302b-5p	0.793305867392013	-3.46321234783524	1.98562081947701	-1.44954656945639	0.147185004946043	NA
mmu-miR-302b-3p	7.36781388102136	-5.33476327048955	1.07952796853807	-4.39988671734066	0.0000108307403229633	0.000266900386530167
mmu-miR-302c-3p	1.99707710339505	-3.78340122224309	1.538775058576	-2.07856158292675	0.037657665099697	0.291627694247844
mmu-miR-302d-5p	2.03802560780376	-3.36105339463039	1.52200915508302	-1.82396464872632	0.0681574168422635	0.412531733518963
mmu-miR-302d-3p	6.78583434493343	-4.94294205401334	1.06868985432916	-4.07787117622426	0.0000454499360072742	0.000825275153816294
mmu-miR-3062-5p	0.289753824855165	0	2.16250063572664	0	1	NA
mmu-miR-3064-5p	0.164793394475144	0.162001210683415	2.16231997368133	0	1	NA
mmu-miR-3068-5p	0.129030224795839	0	2.16212336002668	0	1	NA
mmu-miR-3068-3p	4.35456382473078	2.74747628003916	1.29038636668226	1.67586533394497	0.0937645732809633	0.539146296365539
mmu-miR-3072-3p	0.439222070992823	0.500554981520741	2.1257652449419	0	1	NA
mmu-miR-3079-3p	0.161160287442135	-1.19944470478792	2.16212336002668	-0.284203119686555	0.77625472483759	NA
mmu-miR-3083-3p	0.126727443854037	0	2.16212336002668	0	1	NA
mmu-miR-3094-3p	0.172364078842237	-0.727630706732938	2.16212336002668	-0.0659852294505624	0.947389585015018	NA
mmu-miR-3099-3p	0.113861412957212	0	2.16212336002668	0	1	NA
mmu-miR-30a-5p	3.32620965159763	-0.177260115593901	1.02083900676759	0	1	1
mmu-miR-30a-3p	7.32329971995389	-0.436674963189254	0.834185250160407	0	1	1
mmu-miR-30b-5p	47.4449120361707	0.406118700755886	0.433910564495833	0	1	1
mmu-miR-30b-3p	1.09077541725173	-1.11841885966881	1.79901998210774	-0.296526088788996	0.766828346366993	NA
mmu-miR-30c-1-3p	0.806664337810855	-0.452943394937653	1.72861374063322	0	1	NA
mmu-miR-30c-2-3p	0.578738896170963	-0.211043329923714	1.89167427154863	0	1	NA
mmu-miR-30d-5p	3.9977762765905	0.911986628759	1.13181071731243	0.288938886189722	0.772628145351959	1
mmu-miR-30d-3p	4.58820676844272	-0.529414320720636	1.05010756793368	0	1	1
mmu-miR-30e-5p	9.61119496984494	-0.560925819527389	0.648250129217106	0	1	1
mmu-miR-30e-3p	17.9233954800724	0.40237562420079	0.491038534321879	0	1	1
mmu-miR-31-5p	12.1442020053162	1.70540186530093	0.63890989761816	1.75367351289554	0.0794864666017085	0.472807430648093
mmu-miR-31-3p	2.06110901813857	0.0751488848090399	1.28659763603818	0	1	1
mmu-miR-3102-5p.2-5p	0.102426350161987	0	2.16212336002668	0	1	NA
mmu-miR-3102-3p.2-3p	0.806902645807525	0.718577685321599	1.76171690537359	0.0758437318691156	0.939543423298502	NA
mmu-miR-3102-3p	7.00140889540543	2.18737689077765	1.04964338289201	1.52662743954186	0.126853679807214	0.643595875492482
mmu-miR-32-5p	26.9387907344484	-1.50093607871145	0.626667882748275	-1.46165712845098	0.143835190921926	0.70890201240092
mmu-miR-32-3p	8.27674946437361	-0.00613461608828091	0.715455521150615	0	1	1
mmu-miR-320-3p	1.62278626881584	1.42949847085533	1.59848830021703	0.528334157978829	0.597267427587465	1
mmu-miR-322-5p	1095.38124329728	0.00233252136108065	0.388376046107904	0	1	1
mmu-miR-322-3p	67.5756574860063	1.6963892738854	1.19167424603311	0.932659891630624	0.350995599683536	1
mmu-miR-323-5p	0.125712952481746	-1.19944470478792	2.16212336002668	-0.284203119686555	0.776254724837591	NA
mmu-miR-323-3p	32.9625267519336	0.490579956366325	0.412626972184273	0	1	1
mmu-miR-324-5p	23.1071444627926	-2.20785752745033	0.622527002270667	-2.60694720198427	0.00913534453157324	0.0934185325277414
mmu-miR-324-3p	10.5097444433713	0.481921647605672	0.658128771196864	0	1	1
mmu-miR-326-3p	6.8413516507666	1.36298708240044	1.2380846140579	0.628409862173527	0.529735478124736	1
mmu-miR-328-5p	0.32898141525755	-0.331007903535767	2.12538737077744	0	1	NA
mmu-miR-328-3p	10.9543299033317	0.310933785915892	0.870346691181546	0	1	1
mmu-miR-329-5p	0.546662567413308	-0.513649376085546	1.90686448009753	0	1	NA
mmu-miR-329-3p	6.5806637841613	-0.773064778293034	0.780746139415019	-0.240926298672211	0.809612239010066	1
mmu-miR-33-5p	34.7672691307888	-2.26105152080424	1.1707110532478	-1.43168462912626	0.15223409732839	0.732362896342067
mmu-miR-33-3p	5.41986200792445	-1.31310420018853	1.09805516296607	-0.663119416970378	0.507254075865996	1
mmu-miR-330-5p	11.6292513375279	-0.70649278721607	0.793791724128588	-0.153100974475802	0.878318647417695	1
mmu-miR-330-3p	1.57009961235715	-2.60506613618525	1.65938436222272	-1.21738138640658	0.223459141691607	0.87606140776823
mmu-miR-331-5p	0.285239149704147	0.128530071746823	2.09704635069446	0	1	NA
mmu-miR-331-3p	3.27297840997464	0.537034253643349	1.11961526573501	0	1	1
mmu-miR-335-5p	93.4631119607826	-0.349211771634945	0.38749583250863	0	1	1
mmu-miR-335-3p	2.18772520162335	-0.518121540168009	1.36574236576862	0	1	1
mmu-miR-337-5p	6.33775340159105	0.423887542634005	0.742289400816661	0	1	1
mmu-miR-337-3p	26.1818791368758	0.558822389734378	0.457404279109859	0	1	1
mmu-miR-338-3p	0.113861412957212	0	2.16212336002668	0	1	NA
mmu-miR-339-5p	1.96880900516828	0.0178402270661048	1.29460437025387	0	1	1
mmu-miR-339-3p	1.27552623559551	-1.15550988625903	1.59424318998667	-0.357879769611966	0.720433290898097	1
