baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
mmu-miR-200c-5p	0.179979396184057	0	2.16227416913073	0	1	NA
mmu-miR-200c-3p	7.84537886826086	2.2434176571235	0.78861913342582	2.10298620222146	0.035466975632043	0.536337043001316
mmu-miR-203-5p	0.354450269768462	-1.82445393148192	2.16238453186496	-0.573205834806708	0.566505334174083	NA
mmu-miR-203-3p	25.186536928978	-1.94610934767716	0.441868183577928	-3.08043642322111	0.00206697477845783	0.0542006719684497
mmu-miR-205-5p	13.0749842606324	-0.0637045949848942	0.697510454350662	0	1	1
mmu-miR-206-3p	0.269059605966802	-1.6228420466152	2.16236997210006	-0.479973158749549	0.631246479030675	NA
mmu-miR-208a-3p	0.125712952481746	0	2.16222848107395	0	1	NA
mmu-miR-20a-5p	61.9520657235126	0.450903677530438	0.371263082953507	0	1	1
mmu-miR-20a-3p	24.5815813355233	0.474995833708124	0.556413609268306	0	1	1
mmu-miR-20b-5p	284.073985177907	-2.97643500203802	1.13879464680422	-2.10000328683316	0.0357285519931477	0.536337043001316
mmu-miR-20b-3p	2.32009417000385	0	1.610896261336	0	1	NA
mmu-miR-210-5p	0.842208469687961	0.337671871165124	1.67466173742849	0	1	NA
mmu-miR-210-3p	26.5341177093416	-1.29617004747748	0.586292822574331	-1.21305859354292	0.225107419344724	1
mmu-miR-211-5p	0.678969080327514	0	2.04010646967726	0	1	NA
mmu-miR-2137	731.973131016762	-2.34410571482045	0.420357018049554	-4.18487889713765	0.000028531816961332	0.00224450293429145
mmu-miR-214-5p	0.24058885681125	-1.29736390883721	2.16235919179551	-0.329455629212328	0.741811326350223	NA
mmu-miR-214-3p	0.491000218593797	-1.66820812029884	2.10146851604699	-0.515470782124942	0.606224081671866	NA
mmu-miR-21a-5p	149.444107796371	1.67627239375775	0.381510006467875	2.86050136178666	0.00422971736519402	0.0998213298185788
mmu-miR-21a-3p	2.14871727287584	1.15700598091329	1.37286257177969	0.416679347191008	0.676912962675094	NA
mmu-miR-22-5p	9.4172442155859	0.927070048848966	0.626968941108914	0.545653102883736	0.585304414376606	1
mmu-miR-22-3p	200.501307403315	0.560419701243559	0.35539382739716	0	1	1
mmu-miR-221-3p	1.73014821877297	-3.02228666588159	1.60652519997542	-1.51714032571524	0.129231258813016	NA
mmu-miR-222-5p	0.241814744915395	-0.500794793714123	2.16231178257304	0	1	NA
mmu-miR-222-3p	1.24274344322435	1.64285265124299	1.46279124261403	0.723199674501312	0.469557218780017	NA
mmu-miR-224-5p	0.255210645347229	0.0720195258090026	2.16245096894387	0	1	NA
mmu-miR-23a-5p	1.94806132609454	0.315198211293631	1.14643568389185	0	1	NA
mmu-miR-23a-3p	188.351247411646	-0.0012933459275448	0.296898526741097	0	1	1
mmu-miR-23b-3p	56.0199588017286	0.277914150398475	0.405081833208182	0	1	1
mmu-miR-24-1-5p	1.02901154032964	0.360402206171731	1.42908029051396	0	1	NA
mmu-miR-24-2-5p	14.1556759212055	-0.569044418401072	0.54661887226544	0	1	1
mmu-miR-25-5p	1.12637877586374	-0.779010910985619	1.7527826392863	-0.110708770109382	0.911847291194005	NA
mmu-miR-25-3p	342.498506149141	0.778228337956625	0.324552965408346	0.595483196378457	0.551520528089414	1
mmu-miR-26a-2-3p	1.79670915498781	1.6489344420768	1.20299342550615	0.884437037474232	0.376460336800026	NA
mmu-miR-26b-5p	10.0025270019337	0.312402213184087	0.697596561485768	0	1	1
mmu-miR-26b-3p	0.81253650063685	1.30955362220498	1.69036075850691	0.4286606381728	0.66817020973687	NA
mmu-miR-27a-5p	1.47942148159072	-0.208643083177481	1.37750134136916	0	1	NA
mmu-miR-27a-3p	77.2327355554208	0.400016477373445	0.39982661582888	0	1	1
mmu-miR-27b-5p	1.15592811177715	-0.0891720992125434	1.52494338642722	0	1	NA
mmu-miR-27b-3p	26.1316033690471	0.409022107530558	0.504949798490501	0	1	1
mmu-miR-28a-5p	12.7329080366581	0.975760489342773	0.541624718844065	0.721529086515213	0.470584051560684	1
mmu-miR-28a-3p	8.42742426976248	1.114552136522	0.632572386502076	0.837200053466294	0.402480127438749	1
mmu-miR-290a-5p	3416.99022582056	0.0520592798482509	0.199809311050973	0	1	1
mmu-miR-290a-3p	18.5157165696873	-0.408462945872511	0.522208749054888	0	1	1
mmu-miR-291a-5p	2373.5695971709	0.43155318168876	0.306051262610321	0	1	1
mmu-miR-291a-3p	2464.33223750855	-0.390832317980021	0.265457788141503	0	1	1
mmu-miR-291b-5p	160.443778024246	0.271953339870855	0.366873732254032	0	1	1
mmu-miR-291b-3p	210.637723698699	-0.617999579365153	0.736176834713537	-0.0448765528690563	0.964205706111334	1
mmu-miR-292a-5p	1924.79597923335	0.146419111394158	0.205665364673881	0	1	1
mmu-miR-292a-3p	627.796827232172	0.356013359341091	0.242068460002442	0	1	1
mmu-miR-293-5p	963.09634211873	0.151486545770169	0.280586757655992	0	1	1
mmu-miR-293-3p	1499.09806422425	-0.0139176985093628	0.288965550675389	0	1	1
mmu-miR-294-5p	355.727464208715	0.17950194809656	0.234571935075255	0	1	1
mmu-miR-294-3p	2269.5694307835	-0.0249527719940857	0.220915983989802	0	1	1
mmu-miR-295-5p	263.306457615417	0.18185334855202	0.282350969711179	0	1	1
mmu-miR-295-3p	1645.39344942419	-0.300110089373702	0.250230105943874	0	1	1
mmu-miR-296-5p	26.2060310245456	0.373577836559218	0.437842480747926	0	1	1
mmu-miR-296-3p	19.2290478793768	0.24929675640352	0.520587990003696	0	1	1
mmu-miR-297b-5p	4.72685384416103	-0.840255722928903	0.846746304742662	-0.301499068585052	0.763033960143084	1
mmu-miR-297c-5p	26.9561375301894	-0.0617664128053834	1.10344300497022	0	1	1
mmu-miR-298-5p	67.2260406987476	0.241095268728704	0.361627533180506	0	1	1
mmu-miR-298-3p	0.788875460197643	0.28433389340926	1.94009459841838	0	1	NA
mmu-miR-299a-5p	13.7693945268254	0.233251811822392	1.01878814476774	0	1	1
mmu-miR-299a-3p	1.87627222043383	-0.772059448985109	1.60767868874502	-0.116377078065272	0.907353700996508	NA
mmu-miR-29a-5p	0.852190111420337	0.410160166616945	1.6882491219471	0	1	NA
mmu-miR-29a-3p	69.4628555735927	0.522676860408502	0.376977768230268	0	1	1
mmu-miR-29b-1-5p	0.193961589408951	1.13119390492542	2.16246862410641	0.252596221797197	0.800580249932669	NA
mmu-miR-29c-5p	0.521210399812991	0.345514096506107	1.91613243163088	0	1	NA
mmu-miR-29c-3p	13.224801656136	0.580960541793137	0.528890081625612	0	1	1
mmu-miR-300-5p	1.17801148937334	-0.787187663847983	1.72248281734293	-0.117403297780802	0.906540470895517	NA
mmu-miR-300-3p	37.5449541898579	-2.1351519518117	0.60842828620144	-2.54785894450888	0.0108386286007094	0.213159695813952
mmu-miR-301a-5p	1.86426466136135	-0.487240121026476	1.18723786727311	0	1	NA
mmu-miR-301a-3p	398.37407515782	0.106614926590351	0.246909551656206	0	1	1
mmu-miR-301b-5p	0.588294039771436	0.914177113109551	2.03583278045139	0.161710045908289	0.871534193180082	NA
mmu-miR-301b-3p	28.1889436956528	0.247312263245374	0.428550586962636	0	1	1
mmu-miR-302a-5p	2.84044669936071	0	2.16217163127471	0	1	NA
mmu-miR-302a-3p	2.73031128349731	-1.21924783236856	1.65112023819215	-0.384154537613746	0.700863911577451	NA
mmu-miR-302b-5p	0.793305867392013	0	2.01054537591049	0	1	NA
mmu-miR-302b-3p	7.36781388102136	-1.29566999458516	1.46386167102323	-0.485501812044317	0.627320427625202	1
mmu-miR-302c-3p	1.99707710339505	0	1.72846763055557	0	1	NA
mmu-miR-302d-5p	2.03802560780376	0	1.73511052649767	0	1	NA
mmu-miR-302d-3p	6.78583434493343	-1.28595393084375	1.47651400572228	-0.474761111243024	0.63495725442767	1
mmu-miR-3062-5p	0.289753824855165	0.340634028609633	2.16212693041324	0	1	NA
mmu-miR-3064-5p	0.164793394475144	0.344704968655648	2.16239207552076	0	1	NA
mmu-miR-3068-5p	0.129030224795839	-0.622917107972816	2.16242611719405	-0.0175518631364431	0.985996358405874	NA
mmu-miR-3068-3p	4.35456382473078	-0.0240474565627787	0.937568294713895	0	1	1
mmu-miR-3072-3p	0.439222070992823	0	2.13345399393287	0	1	NA
mmu-miR-3079-3p	0.161160287442135	0	2.1622284810839	0	1	NA
mmu-miR-3083-3p	0.126727443854037	-0.713481491169512	2.16231374379082	-0.0594358662416143	0.95260494641235	NA
mmu-miR-3094-3p	0.172364078842237	0	2.16225697465489	0	1	NA
mmu-miR-3099-3p	0.113861412957212	-0.713481491169511	2.16231374379082	-0.0594358662416142	0.95260494641235	NA
mmu-miR-30a-5p	3.32620965159763	-0.16756990182175	0.964705884531601	0	1	NA
mmu-miR-30a-3p	7.32329971995389	0.172906357821484	0.700581437844655	0	1	1
mmu-miR-30b-5p	47.4449120361707	0.680202966260249	0.367005855744053	0.25950666467162	0.795244340450822	1
mmu-miR-30b-3p	1.09077541725173	-0.0443086355202242	1.57459274866109	0	1	NA
mmu-miR-30c-1-3p	0.806664337810855	-1.36765738759556	1.71141733892874	-0.457337242688174	0.647428664741733	NA
mmu-miR-30c-2-3p	0.578738896170963	-1.23115474079696	1.86137906229158	-0.347157789171788	0.728472780419427	NA
mmu-miR-30d-5p	3.9977762765905	1.95021354459597	0.953512781539485	1.43181200116747	0.15219763173054	1
mmu-miR-30d-3p	4.58820676844272	0.0126477101549926	0.774388540917301	0	1	1
mmu-miR-30e-5p	9.61119496984494	0.731339293240234	0.70794412721466	0.206763199088866	0.836194797934615	1
mmu-miR-30e-3p	17.9233954800724	0.908178909733048	0.482558897403193	0.669796807708292	0.50298732886639	1
mmu-miR-31-5p	12.1442020053162	0.338110462708155	0.676692196409944	0	1	1
mmu-miR-31-3p	2.06110901813857	-1.35647465166679	1.48355690958304	-0.520042167551542	0.603034185264172	NA
mmu-miR-3102-5p.2-5p	0.102426350161987	0.793789562077765	2.162409936642	0.0965714492049072	0.923066730725874	NA
mmu-miR-3102-3p.2-3p	0.806902645807525	0.20501878514601	1.64079944009853	0	1	NA
mmu-miR-3102-3p	7.00140889540543	0.747649877911268	0.654446034644097	0.248587917991717	0.803679555227357	1
mmu-miR-32-5p	26.9387907344484	0.27833540794229	0.576051424627942	0	1	1
mmu-miR-32-3p	8.27674946437361	0.15391992550699	0.845282399657767	0	1	1
mmu-miR-320-3p	1.62278626881584	-0.792502413421902	1.38880000686925	-0.149438300456665	0.881207791625899	NA
mmu-miR-322-5p	1095.38124329728	-1.00150519458558	0.281074488712072	-1.48196549524323	0.13834947626958	1
mmu-miR-322-3p	67.5756574860063	-0.189749523359447	0.357681224986909	0	1	1
mmu-miR-323-5p	0.125712952481746	0	2.16222848107395	0	1	NA
mmu-miR-323-3p	32.9625267519336	-0.821417664335701	1.08851223365715	-0.217227842097933	0.828030787838111	1
mmu-miR-324-5p	23.1071444627926	-0.315592673838977	0.427821397848086	0	1	1
mmu-miR-324-3p	10.5097444433713	-0.0145362138925451	0.56540147921018	0	1	1
mmu-miR-326-3p	6.8413516507666	-0.520146653497815	0.682905921176774	0	1	1
mmu-miR-328-5p	0.32898141525755	-1.91531303440753	2.11862944588125	-0.627929785585045	0.530049937730464	NA
mmu-miR-328-3p	10.9543299033317	0.223827571700553	0.518003319335234	0	1	1
mmu-miR-329-5p	0.546662567413308	0.0820568793678262	1.92215802109027	0	1	NA
mmu-miR-329-3p	6.5806637841613	0.281610806615196	1.16347272398722	0	1	1
mmu-miR-33-5p	34.7672691307888	-0.248652605586566	0.970940442205682	0	1	1
mmu-miR-33-3p	5.41986200792445	-0.132873034269381	0.76632248859202	0	1	1
mmu-miR-330-5p	11.6292513375279	-0.0391513711272007	0.513433556914381	0	1	1
mmu-miR-330-3p	1.57009961235715	0.252591956520524	1.29326753749325	0	1	NA
mmu-miR-331-5p	0.285239149704147	0.910284583327057	2.08671769039077	0.155901339267881	0.876110789635184	NA
mmu-miR-331-3p	3.27297840997464	0.0951083539723183	0.92380331363405	0	1	NA
mmu-miR-335-5p	93.4631119607826	2.01204298115819	0.350257957730915	4.07436990063587	0.0000461390972136503	0.00272220673560537
mmu-miR-335-3p	2.18772520162335	1.88271872638077	1.24943523788295	1.03867426362854	0.298956254463956	NA
mmu-miR-337-5p	6.33775340159105	-0.851614455141656	1.2027639414764	-0.221699325383152	0.824547955312609	1
mmu-miR-337-3p	26.1818791368758	-2.19485107522415	0.841297328099373	-1.91357861333043	0.0556740198819328	0.61373672954006
mmu-miR-338-3p	0.113861412957212	-0.713481491169511	2.16231374379082	-0.0594358662416142	0.95260494641235	NA
mmu-miR-339-5p	1.96880900516828	-0.0908935817484794	1.20527693479627	0	1	NA
mmu-miR-339-3p	1.27552623559551	0.546915654163597	1.53872680350837	0	1	NA
mmu-miR-340-5p	0.780241626879051	0.53586132418043	1.75143467114335	0	1	NA
mmu-miR-340-3p	0.76812958143914	-0.212914538745919	1.80855128586136	0	1	NA
mmu-miR-341-3p	1.76234796725564	-0.30777174204671	1.64144978151367	0	1	NA
mmu-miR-342-3p	22.6244378941051	1.56316360925463	0.593610621024866	1.64788343383179	0.0993765935004289	0.977203169420885
mmu-miR-345-5p	3.89212453789528	-1.32719573605635	1.02063655879967	-0.727225797406386	0.467087645374113	1
mmu-miR-345-3p	4.06044175097595	-0.950095092150281	0.82913918469321	-0.440375510131302	0.659665159159953	1
mmu-miR-346-5p	0.126521882135516	0.262757619221862	2.16232432231933	0	1	NA
mmu-miR-3470a	0.482403601726644	-2.00334268720175	2.00912529778007	-0.705969004545311	0.480207413092277	NA
