logFC	AveExpr	t	P.Value	adj.P.Val	B
1104	0.856695919651039	8.055112383591	10.5474099026735	0.000122036428134944	0.00773791417954536	1.75728130033395
1586	0.992559588746997	7.61257758742102	10.5120141538992	0.000124054107782705	0.00778035002071963	1.74008928645442
2544	-0.32958305223263	7.15358544735928	-10.2499492718595	0.000140293946648826	0.00847933429498219	1.60404026321998
3744	1.61904613297135	4.64840624004763	10.2469548563969	0.000140493638865647	0.00847933429498219	1.86889436174267
2320	0.682373472560175	5.63183134786221	10.2404215787091	0.000140930506025317	0.00847933429498219	1.69011861156749
367	0.978375586208209	6.91522601610471	10.2382315185275	0.000141077312360189	0.00847933429498219	1.60225113411396
2651	0.921949148622053	7.86743657307906	10.1523825574091	0.000146978001868526	0.00874291825547831	1.54828142634868
813	0.64506319209495	8.16026647151167	10.0644284415479	0.000153330301726685	0.00901309064111229	1.49965035290916
576	-0.693928365731654	7.88243786226605	-10.0467790699406	0.000154644016199327	0.00901309064111229	1.49019893573927
3863	0.869686654077842	6.94939158943236	9.9793989717091	0.000159784033239096	0.00920695021212844	1.46132027102381
1278	0.501667489265659	6.16200265517126	9.96177859976144	0.000161161520177638	0.00920695021212844	1.46522372957564
684	0.88272014944513	7.2408493038063	9.93340928981492	0.000163409095575295	0.00920712161212249	1.43140320430039
885	-0.762979000429052	9.18075514032937	-9.92159711614474	0.000164355897062152	0.00920712161212249	1.447927625
588	0.580661773444999	5.64098670368138	9.86167515946351	0.000169260579659246	0.00936662150150453	1.47502189705913
3648	-0.853242833047	4.30863161499363	-9.84745680950747	0.000170449784689424	0.00936662150150453	1.66885482030743
2904	0.529730308846018	6.20839448942962	9.8255738773535	0.000172299509107098	0.00937894497686749	1.38867648736905
1218	0.536996817186256	5.69557646011523	9.76279818482161	0.00017773972716965	0.00958465631559701	1.40468115056504
2273	0.64724597130958	8.32711419809983	9.73894108948785	0.000179860584658279	0.00960921827294693	1.32098071193044
1060	0.563749691069483	5.09258524118717	9.70390426429212	0.000183030081648714	0.00961879259448083	1.54691869314764
1286	0.480577968885669	5.80660345867892	9.70014736833201	0.000183373862286463	0.00961879259448083	1.34748798182526
3606	-0.774772312353978	4.26687528094265	-9.62256549854644	0.00019064764665894	0.0098774398054767	1.56076579814016
3076	-0.872070539639626	8.618308227698	-9.60775276521753	0.000192075131690361	0.0098774398054767	1.25499129251103
1870	-0.741167299640188	6.25564659780522	-9.56664433500383	0.000196103727953394	0.0098774398054767	1.24413263205165
3035	-0.71826342967819	6.47099278255693	-9.53018986563781	0.000199760463381517	0.0098774398054767	1.21514885358455
1448	0.713127091968932	6.76264031202614	9.52837994244453	0.00019994411730367	0.0098774398054767	1.20966113290923
1111	-0.90486023323292	11.1270963115468	-9.51418416871338	0.000201391548223456	0.0098774398054767	1.30070789280096
1112	-0.607532720463044	6.41098314837079	-9.5101402572297	0.000201806149705837	0.0098774398054767	1.20488301486415
1284	-0.521575214490051	8.95146738638883	-9.50560461959452	0.000202272372359497	0.0098774398054767	1.20344896684621
1330	-0.925241351086743	6.11237541923219	-9.49168208012717	0.000203711496854719	0.0098774398054767	1.21889985621711
3960	-0.416817925679859	6.42824665263648	-9.39848254314413	0.000213664774420107	0.00989426159129594	1.13965841543436
4610	-0.834711071162963	6.24996659754483	-9.39558600225819	0.000213983253305297	0.00989426159129594	1.14756731017397
282	0.854621062280998	9.02661334111234	9.38997736115238	0.000214601535914508	0.00989426159129594	1.14097157229897
521	-0.839008734441395	8.25997037112409	-9.3784931120743	0.000215874164083959	0.00989426159129594	1.1148670190907
1080	-0.365293408218827	8.67273281202852	-9.35465155505574	0.000218544904350154	0.00989426159129594	1.10547542617854
122	1.0038216989781	9.78136438471728	9.34205334500448	0.000219972001934988	0.00989426159129594	1.14525574300232
2086	-0.72603485035505	7.21997733294575	-9.33699603502027	0.000220547994329054	0.00989426159129594	1.09193491986655
1872	-0.772832122106097	5.74225328495801	-9.33479469813259	0.000220799270693128	0.00989426159129594	1.18130873747825
2565	-0.8495741060513	6.0023036050294	-9.33356871403089	0.000220939360705374	0.00989426159129594	1.13732363157011
1508	0.662619081467248	7.8370204316155	9.33123609137592	0.000221206195022041	0.00989426159129594	1.08456360967476
137	-0.513134553465218	10.1628850784269	-9.30852499736852	0.000223824276526471	0.00993435442736722	1.14223021401553
659	-0.558987102931185	8.6613533553985	-9.21979883883344	0.000234411535973319	0.0103248439890538	1.02710141764179
2470	-0.579102763483408	7.25991771735853	-9.18888070509263	0.000238239838758313	0.0103822941629937	1.0035631235901
26	-0.517814824308832	9.54735516081162	-9.15854885355773	0.000242067893974477	0.0103822941629937	1.02674510188928
837	-0.605075522031606	8.08294530569425	-9.14396032283843	0.000243935038604091	0.0103822941629937	0.973188067733396
4450	-0.493976156786387	5.71053997754	-9.13418615320245	0.000245195574901106	0.0103822941629937	1.04347626705577
675	0.464696650702342	9.68415021232795	9.11487403364222	0.000247708992375734	0.0103822941629937	1.00707884209787
2037	1.23942016750777	6.60407742884147	9.11226198471316	0.000248051286358698	0.0103822941629937	0.969658226077227
31	-0.392762321534937	10.391307652227	-9.11028015671114	0.000248311368196382	0.0103822941629937	1.03479273878987
1494	-0.999596035250408	6.60263289929032	-9.09394089847316	0.000250468005285598	0.0103971251114957	0.957282704707374
1473	-0.967050805722347	6.50944940016198	-9.07575345878936	0.000252894790780891	0.0104228781628981	0.948330954398235
1991	-1.05017590155775	7.11739629389352	-9.04917602988019	0.000256491458274355	0.0104737974490566	0.923154514268444
4861	0.686041786641925	4.18330397661841	9.03990244600917	0.000257760699786141	0.0104737974490566	1.27059412069746
2389	-0.842188506739161	6.71198915349926	-9.0260370011904	0.000259672347457197	0.0104776884253708	0.913955955099086
435	0.948515679179713	6.59653543393115	8.98815367129107	0.000264981798948523	0.01055650447803	0.892600645956334
221	-0.347940200843164	6.3256799441964	-8.98241594533219	0.000265797146498779	0.01055650447803	0.89413098274464
246	1.79383732147129	5.01225450341649	8.96546128726862	0.000268223909879169	0.01055650447803	1.21559542630451
4150	-0.737589179867462	4.24852128849405	-8.95140440025809	0.000270255866357462	0.01055650447803	1.22765463073155
256	0.658637257034815	6.26761056122602	8.94784401242026	0.000270773425086385	0.01055650447803	0.876066604027729
1315	-1.7414760625502	4.75000225232904	-8.92739699236973	0.000273768601490552	0.0106016431583925	1.2092914086188
22	0.381791923635749	7.96691516064893	8.87999919249158	0.000280864191862475	0.0107153939495575	0.811867444767637
3230	1.05221630203148	5.556183309503	8.87999409114875	0.000280864967212263	0.0107153939495575	0.99834855748818
348	-1.61675507662656	10.9366473423996	-8.87072957374271	0.000282277275620925	0.0107153939495575	0.916883830135252
2287	0.845906727856844	5.59557195353264	8.85281485390803	0.000285032220638648	0.0107412447963272	0.936511076057364
2499	-0.791291535867153	5.35892757288663	-8.84218865402002	0.000286681403576152	0.0107412447963272	1.01308061590412
500	-0.563753059783217	6.27316740102756	-8.78833632007311	0.000295215430188362	0.0109896324657216	0.777512899371734
1873	-0.742644508981957	5.93761671540676	-8.75002860452271	0.000301469844382498	0.0111505192441475	0.78822599194879
2520	1.09332475782406	4.38896374616556	8.7310281530271	0.000304630271156159	0.0111681348955933	1.11144516027567
845	-0.440436280749012	8.95628541803492	-8.72096267656319	0.000306320425847252	0.0111681348955933	0.732150538638335
2654	-1.14121809212107	7.5482920340918	-8.70512626632671	0.000309002187419249	0.0111681348955933	0.707021192344857
316	-0.427138618045984	6.6151776903098	-8.70029626963722	0.000309825642325822	0.0111681348955933	0.714058256348109
1211	-1.04406460852779	6.17537464384551	-8.68980145950932	0.000311623867970627	0.0111681348955933	0.73604365721965
101	0.466789371364497	6.22454184388076	8.66325051138081	0.000316228783953639	0.0112632103914352	0.699459245444077
3767	0.895592832119251	4.28857955308048	8.64320016664713	0.000319759802728803	0.0112902620516307	1.06475254424076
2085	0.672636685828641	6.00147478670202	8.63677204866371	0.000320901729023819	0.0112902620516307	0.700726632040677
5664	-1.50551979048465	4.63567686528584	-8.5986586111192	0.000327772635541453	0.0114621097398435	1.02927397860974
696	1.8000205810234	7.03885169729976	8.5632378907467	0.000334315042145433	0.0115365487954939	0.62451899573621
318	-0.800003308705097	10.3005592794707	-8.52427306817122	0.00034169176595784	0.0115365487954939	0.671040891802743
60	-0.723836501789798	9.76392820021738	-8.52227822230792	0.000342074590613603	0.0115365487954939	0.645054038169137
98	0.436075260330233	9.11616989766118	8.5148125048254	0.000343511833742035	0.0115365487954939	0.608458078183302
105	-0.506363133015043	10.0390257933064	-8.50772948689003	0.00034488202593536	0.0115365487954939	0.648606355551065
2933	-0.840899389082081	8.03994939342681	-8.49355535351772	0.000347643486034297	0.0115365487954939	0.570636433371471
542	-0.916020861276749	8.22822649281939	-8.45960350479878	0.000354365429435561	0.0115365487954939	0.550826368272952
45	0.433019794154296	7.49505192132179	8.45134046129728	0.000356024628309569	0.0115365487954939	0.543814321607688
284	-0.453468984513914	6.27624019662258	-8.44997251744375	0.000356300195841806	0.0115365487954939	0.562462190809415
752	-0.509566364556939	8.88890726792148	-8.44734857180414	0.000356829488611587	0.0115365487954939	0.556010803402616
4397	1.94572148878312	4.81284626803809	8.44506345291944	0.000357291193999015	0.0115365487954939	0.937543010162657
5575	-2.28780407210169	5.02433156734927	-8.43916405954555	0.000358486437232281	0.0115365487954939	0.933053277157727
2084	-0.460795827204234	5.71954724768213	-8.42729551219712	0.000360905449613452	0.0115365487954939	0.602056241735882
1073	-0.76278203547335	8.6803716353446	-8.42325245466946	0.000361733908982607	0.0115365487954939	0.535920251484965
296	-0.934738314996634	8.57502077067438	-8.40792762598488	0.000364894642332103	0.0115365487954939	0.525106920778756
57	0.753170757273732	6.9331438096566	8.40512669470805	0.000365475864998726	0.0115365487954939	0.521845683427054
775	-0.838375627408607	5.89239481451062	-8.40337379625984	0.000365840168180363	0.0115365487954939	0.585438953946693
1047	2.54028867855366	5.48345182994904	8.40123250304173	0.000366285775334439	0.0115365487954939	0.878911238313461
18	-0.243791973782638	7.70755925442754	-8.39019065543632	0.000368593843645392	0.0115365487954939	0.502256795775381
1667	-0.67987577031818	6.48399693295246	-8.37557630041538	0.000371675234744253	0.0115365487954939	0.508986916037028
3223	-0.432940717505958	6.28768557795546	-8.36528136145246	0.000373864229062374	0.0115365487954939	0.507115840472084
1634	0.360376521152928	5.99322525171022	8.36516925575318	0.000373888149871291	0.0115365487954939	0.517086748188575
580	0.876792016468415	8.01469933601393	8.31897730675563	0.000383900703784605	0.0117824843661552	0.456994936803884
1701	-0.310330541871066	9.30063009191204	-8.30787852693383	0.000386353621260927	0.0117950285432569	0.483682092756965
4414	0.801634082392088	6.6559733013653	8.28872867783897	0.000390629704863669	0.0118628073529651	0.449162488504347
2876	1.21997964360736	4.45375389275699	8.25626610498788	0.000398007304506087	0.0120235714502624	0.841361374111783
1053	-0.971661918736289	8.32485937656454	-8.2450106539051	0.000400603739550885	0.0120342740787616	0.412866956621027
76	-0.495881254157378	8.64417583960364	-8.23670359403684	0.000402532911126689	0.0120342740787616	0.410160908388817
64	0.38513286416312	10.9316260919301	8.19566549551837	0.00041222637391378	0.0122266624970835	0.486485284425858
1946	-1.03441733700401	6.04298971658531	-8.19158146604859	0.00041320609825499	0.0122266624970835	0.435686080595405
2114	-1.1500991065079	5.90333673372831	-8.16047441403192	0.000420759642370844	0.012386648655509	0.459191873121661
608	0.485651492688155	5.55283403535119	8.10552346371106	0.000434506712694075	0.0126933416105913	0.429649448701161
2428	-0.552926541469571	11.9402878212497	-8.06853325507508	0.000444060511090608	0.0126933416105913	0.450660129604366
3585	-0.811634826790257	4.28492724643451	-8.06465173512367	0.000445077380679068	0.0126933416105913	0.737841596221373
243	-0.536268179049145	9.99385092062938	-8.06383942423616	0.000445290536428326	0.0126933416105913	0.356435496972169
4281	-0.787893979469504	6.80879110489585	-8.06082847099	0.000446081685881238	0.0126933416105913	0.295980220706439
645	1.62122915314556	7.29782007496322	8.05809654959093	0.000446800958655032	0.0126933416105913	0.290671891355042
1313	-1.38514427957393	6.77267438023279	-8.05137937708542	0.00044857533548141	0.0126933416105913	0.291818291880781
3468	0.911118470958671	4.29832929662806	8.04600349301986	0.000450001418497707	0.0126933416105913	0.726304945886308
3949	1.50660537322977	4.59559120081328	8.04233893746391	0.000450976608348563	0.0126933416105913	0.704662053326004
705	-0.444396027139725	5.64302416195731	-7.99867128345605	0.000462791968639434	0.0128389652278585	0.336713020003643
1680	-0.703381860841723	7.59469629666876	-7.99157179821739	0.000464747376949105	0.0128389652278585	0.239309729274958
3987	-1.59444813482204	4.67868426707118	-7.98791534584889	0.00046575828864173	0.0128389652278585	0.667484507580578
2361	-0.697469383931679	5.83268143430687	-7.98649569057826	0.000466151487129694	0.0128389652278585	0.308932358695878
420	0.526617070923423	8.5183025028811	7.98244330516116	0.000467276030823274	0.0128389652278585	0.236157612259017
2575	0.512768969186468	6.43407963926034	7.97000789522426	0.000470746986502072	0.0128730337067154	0.240191702566255
3293	0.750474830495163	7.81387823999133	7.85330620482767	0.000504853483207976	0.0136277462508421	0.143494505830849
2400	0.45620694935682	6.75935051397756	7.84885512753834	0.000506211207527536	0.0136277462508421	0.151116471907212
2301	-0.833660867740843	9.13093775893747	-7.84564780767808	0.000507192224842314	0.0136277462508421	0.166763650184039
4024	-0.333326940605322	5.93368105583456	-7.84110119161209	0.000508586749354365	0.0136277462508421	0.172256002982714
112	0.523164152394164	8.04689087341934	7.83600641794806	0.000510154798991662	0.0136277462508421	0.130160991751654
2155	0.963732052417096	7.70153360535638	7.79316912218771	0.000523567930370259	0.0138252387933215	0.103051157600178
2595	-0.678969288203185	7.29698010659827	-7.78867642708215	0.000524998716997512	0.0138252387933215	0.101347212365328
1593	-0.729678115795521	10.9317526005588	-7.76947051264854	0.000531167630242774	0.0138252387933215	0.200104881824042
1636	-0.877871553102691	8.92550563100949	-7.76521625799024	0.000532545673359189	0.0138252387933215	0.103291262151844
2932	-1.12014463019614	4.44470801601016	-7.76339547455	0.000533136756300471	0.0138252387933215	0.544466496234289
2354	-0.425204743596035	7.92001968184626	-7.75708399075349	0.00053519167900418	0.0138252387933215	0.0752140912718682
3267	-0.51860829818181	8.80350866062275	-7.75509774262739	0.000535840309129202	0.0138252387933215	0.0882193362062047
1009	-0.448717299001878	10.9360950210559	-7.74590468361201	0.000538854542686541	0.0138252387933215	0.183513670381194
1026	0.534074665554484	6.77286067037333	7.7444115899985	0.000539345992364885	0.0138252387933215	0.0784513988263109
3125	-0.621619260506312	10.1926050442548	-7.7378607017506	0.000541508486532175	0.0138252387933215	0.143233125083849
970	0.553512892521223	10.0012425369682	7.71164214043862	0.000550266763800176	0.0139446056706986	0.11585648748538
190	-0.513164778551724	10.4698143243594	-7.70787311610692	0.000551539535508261	0.0139446056706986	0.135216559784719
331	0.382037919791909	7.16708843800958	7.70228184285388	0.000553434089876946	0.0139446056706986	0.042489237657116
445	-0.766966960518715	8.39496015760449	-7.65730100063548	0.000568958888514631	0.0142734468988236	0.0108243022122423
683	0.32907899593662	6.0357985031793	7.63824816192399	0.000575689830510906	0.0143797849439304	0.0213813602793325
1352	0.740986316034808	8.73646683094088	7.60911329936815	0.000586165598358827	0.0145200766604731	-0.0154700084079691
3002	-0.436237447669975	5.71332601825547	-7.60863536068096	0.00058633931748531	0.0145200766604731	0.0495610214749451
3027	-0.324379724975419	5.61917169053629	-7.58520225480606	0.000594931863011604	0.0145637140155486	0.0467789390401752
267	-0.375629217424962	8.26659373200521	-7.57854864019458	0.000597398729369194	0.0145637140155486	-0.0495324648981716
2035	1.08012336766216	5.79158621004261	7.55928856458627	0.000604608006655399	0.0145637140155486	0.062734929688494
2243	0.372763178246561	10.3487478462364	7.55897838893427	0.000604724948334286	0.0145637140155486	0.0245960777455112
2472	-0.803222371707725	5.99035129035307	-7.55894824395121	0.000604736314949532	0.0145637140155486	-0.00725829760087837
4369	0.550185266756347	6.07499083794733	7.54578316268902	0.000609724647215939	0.0145637140155486	-0.0421622876571526
2980	1.16932003433057	4.42940260686023	7.53586510315497	0.000613514820893352	0.0145637140155486	0.401755739701092
534	0.985364970912276	7.29475883963997	7.53534250002107	0.000613715304574693	0.0145637140155486	-0.0768958940859079
660	-0.44146018498971	10.7761669762695	-7.53051523127878	0.000615570833770585	0.0145637140155486	0.0246732123246911
2712	-0.487351228074393	8.67645978271358	-7.52749265378171	0.000616736044613363	0.0145637140155486	-0.0773999413879958
2313	-0.981509008853902	6.04933597042226	-7.52415697945087	0.000618024983913133	0.0145637140155486	-0.0285700892213958
1567	-0.545110860176543	7.36114047173444	-7.52321400477399	0.000618389936535428	0.0145637140155486	-0.0871178389292941
1189	-0.392423047569214	5.19618522775746	-7.49406056099103	0.000629799745563567	0.0147721322435032	0.154733462342343
16	-0.777247790961637	9.56445310663734	-7.48030332567326	0.000635270286043627	0.0148401196375374	-0.0700285679798727
547	-1.17693312758792	10.0230660052754	-7.4715121628637	0.000638795504357134	0.0148622986295995	-0.0532181943457539
264	0.992527997476329	8.35949806577655	7.46153987225949	0.000642822386822932	0.0148808787731851	-0.128522085587544
1385	-0.517910832531653	5.55124870163541	-7.45678718406341	0.000644752113222924	0.0148808787731851	-0.00372637103551021
2096	-1.10738446329467	4.43741726337798	-7.44185738025689	0.000650858742581853	0.0149619718912243	0.339880901840571
3834	-1.03200078864615	5.24617234988443	-7.41533191348955	0.000661877780611778	0.0151548999767062	0.151316478873722
3520	-0.547919920641382	8.5744548228932	-7.4085362721443	0.000664736175938226	0.0151601886765358	-0.165612566753932
2029	-0.830923844829037	8.50075941705113	-7.39426305374484	0.000670787454629283	0.0151917638345325	-0.174886209845562
2116	-0.769528737224336	6.78369185006534	-7.39285849599579	0.000671386443293897	0.0151917638345325	-0.172016406213451
1585	0.507883762727643	5.82848165969756	7.36651284533176	0.000682739845664105	0.0153883160526636	-0.146441276628197
1644	0.823310487324753	5.6454438878083	7.35614497666558	0.000687269902796003	0.015430145288455	-0.0767498400944255
