	pausedE141	pausedE142	pausedE143	pausedTS1	pausedTS2	pausedTS3	wtE141	wtE142	wtE143	wtTS1	wtTS2	wtTS3	dICM1	dICM2	dICM3	dTE1	dTE2	dTE3	mICM1	mICM2	mICM3	mTE1	mTE2	mTE3	wtICM1	wtICM2	wtTE1	wtTE2
mmu-miR-106b-3p	3.04171150391387	2.9608321002743705	3.62689820421951	3.2498970359575803	3.3036228065233906	2.37656629789115	3.9043310953456603	2.7986623806797404	2.15629481018507	2.42471908282097	3.01443812863303	1.88471005771615	-0.16470830127401997	0.04335331349428799	0.11860918210443501	-0.00498996464752337	0.21929026394998602	0.0352652718427504	0.0338753271064493	-0.24852440211694	-0.23094782380479897	-0.314662612654169	-0.307946106168682	0.0136259300902412	-0.191570029788802	-0.32307973774536697	-0.331620822082089	-0.169044450076056
mmu-miR-1187	0.0783818810107713	-1.3832172996974799	-0.990278662709372	0.8200150903751551	-1.15813437472096	-0.6126137286982729	0.44911378522596096	1.9861440267414798	2.15111412509251	0.20936846368827697	1.0265572174027702	0.455821912229675	-1.6526308596185	-1.65101415536273	-1.65129723360112	-1.6516672197541002	-1.65309573252631	-1.65220784579324	-1.59456519561521	-1.5810156663436201	-1.57539762338173	-1.6077200980181399	-1.600505289596	-1.5989293989062199	-1.56281120669712	-1.61743861568358	-1.41059403176842	-1.44047665372722
mmu-miR-1195	1.15350294287612	-0.13382962036854698	2.37950204109181	-0.701656850638342	0.21576382815204104	0.748533589795179	1.75504833798045	1.04104549748506	0.8993479251507119	0.6091296547349561	1.23403150398081	0.695521766368728	-2.08481107352826	-2.07994253580657	-2.08162069684273	-2.08397530120505	-2.084927169123	-2.08470489983619	-2.05210477116009	-2.04605113609237	-2.0435411166515203	-2.05798209552336	-2.05475867599375	-2.05405460229854	-2.03791777934647	-2.0623241179041	-2.0671882275348503	-1.97818832204775
mmu-miR-1198-5p	0.9531589048752479	0.8988386197465491	-0.97034577417042	1.02152233308638	-0.10026314728884698	0.171808813142144	0.304476239600294	-0.5253129503924401	-0.627808891420754	-0.40647965062771996	0.23197513761478897	-0.7757580224148829	0.22545982918522398	-0.0667115250794824	0.40507958961226703	-0.10689815431229402	-0.0699648275935291	0.28660811740816494	-0.18759233455819604	-0.12426547351696901	-0.0980082494584794	0.5050053078704579	-0.203275947270723	0.25291173871066003	1.87044577080883	-0.241442253581239	-0.26463964142228197	-0.30084361208445604
mmu-miR-1247-5p	-2.20206870030424	-2.17979262826989	-2.06306424383757	-1.7229280653592198	-2.10685965522874	-1.9223673555221001	-2.01042570959274	-1.93953638511523	-1.96798620599693	-2.23306826096626	-2.02734338760108	-2.00905247880887	-1.62008885376531	-1.6027762560062702	-1.60563885486893	-1.60948313204719	-1.6255416283972999	-1.6153226553950102	-1.4381915575793303	-1.07887788927277	-1.38193088338701	-1.47680383821182	-1.4556269264436799	-1.4510013707613798	-0.3863579868460129	-1.1857865609072	-1.5372853993433702	-1.5916685326770401
mmu-miR-125a-5p	4.67645618032663	4.986304819276089	5.20086206394868	6.5811299543627	7.00458822090902	6.77111825565202	4.71605150462487	4.27329444442616	3.6825468621333597	5.786904953867201	5.35796675341328	5.45887260002565	5.671244899677349	5.534940606206959	6.15514368104352	5.631521371190269	5.15845617804837	6.41909716136111	6.10005480303432	5.7734157993246695	6.09124775612782	4.957377112544759	5.3351731755897	5.467514539192259	6.07627020601627	5.26364024463589	6.40129731607244	6.32216280433051
mmu-miR-125a-3p	-1.7609453969816797	-1.7430395978150601	-1.4699721431980801	-1.47393018810361	-0.32140122234860996	-1.17333128484651	-0.47524250114064703	-1.1583739422076202	-1.2301384259194499	-0.7693408101550708	-1.3798665212254098	-0.47177853563338	-1.45013494560848	-1.35290078556079	-1.2053572185652701	-1.44902123187823	-1.4506723265822101	-1.4496460249792702	-1.3922384440391	-1.3768483924285901	-1.3704672134665399	-1.4071802639986202	-1.3989854203438299	-1.39719546597995	-1.3561711004071901	-1.4182189123125801	-1.3069310560163	-1.3355686148010601
mmu-miR-126a-5p	4.35260577440208	4.02898874416097	4.69283047956787	4.21673708901011	4.10356243919272	4.4469838991360096	3.27619159209247	2.96712602071427	2.7600162846317406	4.748323750473349	4.658184799263321	5.4215477024220995	-0.6575182565458211	-0.6955621320669789	-0.859924879715629	-0.8619965737380699	-0.7742526967695279	-0.865069713088506	-0.772517879601279	-0.7370633508804341	-0.7223628353455591	-0.806939803471532	-0.7880610935701909	-0.0237200863820441	-0.6894284460474239	-0.17457974083219902	-0.6041069883857629	-0.853782778660702
mmu-miR-126a-3p	4.13867113458518	4.276680848471741	4.18581573295974	5.34681886971836	5.113575268683481	4.6912559186492695	4.421800462737361	4.52883351561027	4.54912771608304	5.2268087302298305	5.40909145871338	4.6936953241315305	0.607350855232854	0.509329169444646	1.15267953467724	0.008696387266348691	0.385917160273043	0.28376154157815003	0.11806003890652803	0.149083815192316	0.9607062358086179	0.437778904174274	0.9718043139221729	0.10967514999636199	0.22883488759991003	0.8174887321705641	0.0583244213953999	0.0314830059790068
mmu-miR-127-5p	2.19817677858855	1.64426274745055	0.399579143105106	-0.7636301244516229	0.181224815126008	-1.33773935661953	1.7536098589757902	1.02209635290545	0.8782152279708341	0.587744214623712	0.578827929742314	2.08628673545838	-1.99118157891935	-1.97273629200246	-1.9802612213436699	-1.9859626601405702	-1.99381045714158	-1.9888534616371998	-1.84791083874276	-1.82076613977741	-1.15521602936047	-1.8742649547041699	-1.8598110353992199	-1.85665394576762	-1.7842959003302499	-1.8937347260246298	-1.9155455537643302	-1.95266378088646
mmu-miR-127-3p	4.83992214768591	4.425884434794621	5.01257575646814	0.833614520241767	1.59631915642997	-0.267259359972859	4.26346151312109	4.2126624158363395	4.26514891754642	0.554722962978181	2.50843007839824	2.29580403678305	1.2394453964523	0.6104146502536899	1.43674502849042	0.0835755741128027	0.0176538392698172	0.29289410439519603	1.4374225815468	2.34867961547368	0.9566032840027628	0.27785842390562	0.304663973857393	0.310544153610129	2.28537717489982	0.946924810066066	0.203418327859144	0.141112996550192
mmu-miR-129-2-3p	-1.6041005924040201	-1.5490186316688301	-1.9077945093278401	-1.9106038624757502	-1.9862068208756298	-2.1944643673768	-1.8135492672918898	-1.07483040289406	-1.73756460423744	-2.2133653184691804	-1.84383906698818	-1.81109060332158	-2.3375341093164903	-2.3181359268426402	-2.32180384314867	-2.32695024540011	-2.33820342865635	-2.3353481860059198	-2.25729159267574	-2.24406030777689	-2.23857421851779	-2.2701375194987996	-2.2630921687851	-2.2615532918050896	-2.1199745788933604	-2.27962777362118	-2.29025914131739	-2.30835187605798
mmu-miR-1306-5p	1.52516016103656	0.7087695795805241	1.61091918069272	-1.07431945115192	-1.2355480643593	0.41860362094985	-0.867343717422958	-0.59667391072929	-0.705301092258726	-0.476561710202235	-0.931938840454133	0.9444296724757559	-0.893947568090373	-1.0406478526605099	-0.7447717524154509	-1.04222909844154	-0.8593074052195341	-1.0435465238581898	-0.976228491352369	-0.95226161040509	-0.942324219657013	-0.9994973425016891	-0.986735537198728	-0.9839480466674471	-0.920060925915482	-1.01668779622173	-0.705277932624695	-0.78340164348949
mmu-miR-130a-3p	5.968326885885401	5.6389849027532195	5.974076144022441	10.2747813981311	9.08082925531186	6.42586042698485	6.96603208857398	6.93703612418797	7.13270409144722	8.31547607678831	9.41776362289016	8.61958936162644	1.62243344002974	0.8305779947371759	1.8188474412926599	0.9545758526476991	1.25881482040255	1.14937629167179	1.77642723184517	0.859488921698823	2.39909261148658	0.758745450915187	1.18226055604483	0.791240200888157	2.13682883784164	1.86201272265593	1.23431795025231	1.40178242752524
mmu-miR-130b-5p	4.8916569369191	5.06576301160848	4.78171947853756	1.9043385648554798	1.9340624018469599	1.49167479943025	3.8094177367418802	2.79381227813912	3.65957409717008	1.65553969137867	2.51113271644346	0.114943903946909	-0.458856083007461	-0.5386165192323771	-0.244257186069802	-0.903544143770665	-0.9091100870490121	-0.9056306324292099	-0.827943149067231	-0.797871590782045	-0.785403016930452	-0.8571388802558391	-0.841126476604468	-0.83762897585895	-0.7574689717436209	-0.6455190144226801	-0.8908688064236271	-0.897900006316636
mmu-miR-130b-3p	6.1196343062386	5.820978859009111	6.414659354254731	5.490928415827139	5.36701674858716	3.7884444873804504	6.233085191879059	5.974527945079861	6.707780494433121	4.707969988814691	3.7394515846299203	4.951782943938481	1.13778542411449	1.5169929149814299	0.893375588081454	0.142869506730149	0.257662568193231	0.331416314418418	1.3975857037464399	0.39329598569824303	0.411881280784887	0.30565544126872807	0.32900235657164	1.73160957999848	2.2159432806952797	0.274944964557292	1.2206591822084298	0.18979544880893498
mmu-miR-132-3p	-1.7193422079871699	-1.6937903119688897	-1.39040247453981	-0.485940438093761	-1.51673410149106	0.0578538371301036	-1.2385620999379399	-1.03407575284712	-1.1161417055186202	-0.876852737965356	0.230601587811408	-0.275324058106466	-1.4021115583210502	-1.34770671140948	-1.50720368221471	-1.43529989436922	-1.5087108283430901	-1.38758645710502	-1.45769587907676	-1.44462957032421	-1.4392118851446203	-1.47038163464516	-1.46342412988285	-1.46190444060803	-1.4270743412349498	-1.47975355819235	-1.49025236717746	-1.50625564352125
mmu-miR-134-5p	5.10537683221102	5.12109759472432	4.65376825164504	-0.38560326308311604	-0.609050962290973	0.196406392300121	4.1208652238967005	4.66752343861667	3.40375735189259	0.167095489440831	0.950410557375744	1.06705024160439	-0.5330051392618079	-0.42346459156046795	-0.441126059663008	-0.716241910070434	-0.750399625379293	-0.728549419203268	-0.543132120307383	0.4140460868901671	0.0219744524616034	-0.60119448241909	-0.569350170211984	-0.56239459326615	1.4066734181376201	0.0937340044384063	-0.651399220312344	-0.685477854225806
mmu-miR-135b-5p	6.4486682240961395	6.37109707126407	6.413805079956219	0.0522162819969663	2.4953059920492597	2.39752477878373	6.2042299349007	6.638059745370231	7.08124623397647	1.7896567120460098	0.274771529562763	1.96638479279366	0.70425730051298	0.684639474527574	0.658477762756696	1.335984195849	1.60943663331628	0.924526785249979	0.29923413660169607	0.7780566880629821	0.34383745440139696	0.270327991024904	0.28596549820188394	0.289453224872011	0.8948619890079961	1.00192361504046	0.22917967656237603	0.197358348877722
mmu-miR-136-3p	6.735807739810049	6.16793926424516	6.190227518169099	2.61937645998597	1.7079978953519699	1.8975386480198602	5.527328148157441	6.053747238194241	5.68331157949172	3.27903249039191	1.8726502156503	2.77217797980314	-2.07742756107905	-2.07373408373969	-1.9986166324392398	-2.07690283154714	-2.0774978884251203	-2.0773630901888303	-2.0518605436322503	-2.04710389628175	-2.04513164701507	-2.056478654742	-2.0539458509318	-2.05339262460755	-2.04071310638719	-2.05989040140696	-2.06371237843874	-2.0702167171651102
mmu-miR-140-5p	5.08571000290062	4.82059493075662	4.51592856528284	3.6451501322296695	4.10746766965417	4.4498974015964805	4.2855035957236405	4.01786493773697	4.26647336485155	4.14476254038998	3.1550325877274705	3.81193127107747	0.9289386075235819	1.13505679451178	1.00068362407564	1.05728438291234	0.606796356122086	0.987561696382951	0.9365162848396701	1.5809800422260902	1.0570865022273699	0.524335520404	0.541541053082374	0.9102960227779491	0.642094123295875	1.2282919805859398	1.52462358775498	0.837472318871593
mmu-miR-140-3p	2.61298546732387	3.06244675067913	2.7711461145940604	4.542688649909019	3.6091764374907203	1.0814428302315	3.66969839958255	3.16245432370588	2.16906259324828	3.04097762430677	3.3936162827280403	2.9380217178760697	4.86009155126276	5.2386702893439105	5.27208315937042	4.68263136662784	4.2713535805493	5.04328805371897	5.17988123758062	4.82531402151241	4.94117549361551	5.2773007578762	4.81049010271102	4.97086378606976	4.8806234659004	5.41935050458843	5.05358654042865	5.387568496835259
mmu-miR-141-5p	1.16760340611231	-0.5671137388179771	1.2442344781947	-0.0780025305678884	-1.33306568407965	0.0457359439683849	1.2343421625011102	-0.716102905350463	-0.8210045160685159	-1.7827181007124702	-1.03986930203158	-0.9724261430120941	-0.708661226366744	-0.792072666030608	-0.463141261501312	-0.5778279939211259	-0.589867287685506	-0.605730572642749	-0.725911666572953	-0.6954314185613469	-0.6827933896390229	-0.755504184495354	-0.7392741630934979	-0.73572912930665	-0.654479704754877	-0.362614748772808	-0.419881623786126	-0.7889962061550791
mmu-miR-141-3p	4.3918657256563804	4.7911421596115105	3.9471888847188197	4.02625017227485	4.32389138223475	3.4978272051978903	4.03440539902448	3.55419022806443	4.09559313877421	2.6850686679900897	2.63420289376897	4.2656426727525805	2.72524986289085	2.9614363749064796	3.35805032921696	3.26992907827162	3.37673410919008	3.0918403953586204	2.98427022794352	2.9983579485811402	3.26563951427522	2.4407036176939103	2.8989684289325295	2.55109690568439	1.87993527673471	2.32115226811571	1.73737691181947	2.7762191669839402
mmu-miR-142a-5p	3.55692006437491	2.6058797417131	1.81170205694589	0.656253662957474	-0.697141494193358	-1.4237612890131202	6.76786005268723	7.47482706754163	6.92978935800899	1.10087319005324	-0.264448134290518	-0.16807042039009001	-1.57768321381488	-1.57315334854951	-1.31246357447511	-1.5749623933604802	-1.5790184138577898	-1.57648113961013	-1.4840185036095903	-1.4616608072821298	-1.27275419409326	-1.5057250372644901	-1.49382008525253	-1.4912197524453101	-1.43162214155261	-1.16248841161722	-1.5397257494912202	-1.5702981294343201
mmu-miR-142a-3p	2.50845067102883	2.13853386095985	1.75407747256951	-0.6134202249879239	-0.8338870370172529	-1.5272328804130602	5.53735916873829	6.215143801722139	6.54149451244307	-0.366603609083481	-0.424185433310724	1.65291202448128	-0.686092031388295	-0.9884008858945799	-0.573399008216959	-0.997410045356093	-1.01922309550953	-1.00530010904912	-0.8699607252787108	-0.815576980070962	-0.793027841212966	-0.922760556636213	-0.893802480301048	-0.8874773278894459	0.13139982266877803	0.456769512218249	-0.9553588015521641	-0.977553215275933
mmu-miR-143-3p	4.569696447777	4.38413607144605	3.7225366241705298	3.47271631585653	2.02539639991838	2.9464839763894397	4.508406514840111	4.13217168171909	4.657347022845849	3.941824359466	2.60635728200154	2.40593757510658	1.9703951792665202	1.64628759088012	1.8646311850220099	2.30955093628747	2.80451639477461	2.52045903285433	2.06680103920598	3.15454216529998	2.5362641243678503	2.15535954920086	2.43057990239428	2.02191774815774	2.03934047989246	2.3747428900973597	1.9299822779653502	1.7417017419804202
mmu-miR-144-3p	-1.28260103567161	-1.97473646471504	-1.32508928305903	-1.81154403267802	-1.8713830153623798	-2.00936463485431	-1.73472629480689	-1.63426890356772	-1.6745851967199201	-1.7291304461061299	-1.7587003672228403	-1.7327802869540199	-1.31216745557528	-1.14915508952721	-1.30722750273907	-1.3085814261143	-1.31392904903526	-1.3105825030960099	-1.2184375174564899	-0.708002654767197	-1.17613491143707	-1.24747023202234	-1.23154723486497	-1.22806926268532	-1.1483568381516398	-0.665507459299671	-1.29294653831831	-1.30319085057385
mmu-miR-145a-5p	3.32517831132173	2.79641428837617	3.5472139813015002	-0.619383177888309	-0.8020837954317529	0.153765023182306	2.84852597286298	2.47060519817656	1.10004166921577	1.60285445140818	0.7625815380659879	-0.386509050031216	-1.5769379013508702	-1.67095071082916	-1.5359845101279301	-1.67134163927542	-1.67219379977887	-1.67166462172005	-1.62682559242078	-1.61637905599442	-1.6120476073315302	-1.63696787591881	-1.63140533883871	-1.6301903446374597	-1.6023436200019698	-1.64446074498955	-1.65285456091517	-1.5832050273285498
mmu-miR-146a-5p	1.6132797207093899	1.5552825448269099	0.6941966049464339	2.74335702928031	3.2118408254741095	3.54162996400062	-0.179544411431572	1.4029253284086498	-0.000273403062209354	3.0172377284007297	1.99094072166993	2.44772587375859	-1.04770659203964	-0.6174033255101801	-1.03283653668088	-1.0368266889476099	-0.683840638940816	-0.7111359440642511	-0.898121845190085	-0.8537290693703979	0.6883631466312561	-0.941221691804491	-0.917583573723333	-0.912420430362004	-0.7940851895125159	-0.973062796198134	-1.00327026952574	-1.02129261954742
mmu-miR-146b-5p	3.53689764113571	3.18727921272691	3.29420229727764	-0.262342895472272	1.1394634680918998	2.48746109702323	2.2033010610156096	3.02677256335872	1.36698489224926	2.12516217565395	2.6893771812224303	2.81701444248057	3.1201980240447797	3.57912672345542	3.461530789177	2.81160319401261	2.8558171288750698	3.346458585597	4.07199721096429	3.71133800573694	4.841694685988809	4.34524771975812	4.35653726097072	2.85633810522125	2.7436307997895097	3.65572058228132	4.063794031571001	3.7652259003455497
mmu-miR-147-3p	-0.0781704987281543	-1.27050678041571	0.000672850620893867	0.549999855327498	0.35082548974112	0.335180218154708	-0.838808563167548	-0.5927656511206639	-0.691509387621707	0.738906185698339	0.728952943064789	-0.8340423490236321	-2.10398517337237	-2.0960111478981496	-2.09855091742258	-2.0290356806107197	-2.10426300759323	-2.10373259155761	-2.05388080119508	-2.0447190833827498	-2.04092035921731	-2.06277568612049	-2.0578972849960904	-1.9832204554810602	-2.03240986445241	-2.0693470078705003	-2.07670846909943	-2.08923639298692
mmu-miR-148a-3p	4.74757993367306	4.82622298699006	4.70300866300363	3.71306103772371	4.128372905705629	4.54933907000234	3.5978251875958103	3.25051288300308	2.2569937918537097	3.2223911677351005	1.2394458502691998	3.43612537344248	7.12953498018256	7.14053048856933	7.29836501640462	6.562963206939799	6.59738364380242	6.3484756575278904	7.48416565319933	7.35418199448071	7.60745443185467	7.00818877907189	6.79527995997422	7.072086024980139	6.5958038763638696	6.313199926622571	5.28412396969896	5.20713155814653
mmu-miR-148b-5p	-1.90999397279517	-1.8870833250420702	-0.946726621867028	-1.6508641868596101	-1.73748041497127	-0.821323537637945	-1.53967140904177	-1.3942605092447	-1.45261787241558	-1.5326747592570702	-1.5743735986845702	-0.835935618985592	-1.7918885065334698	-1.9054545248587298	-1.90614722149975	-1.9065711761622302	-1.85584029259097	-1.9072206185982299	-1.7571214835851598	-1.83971924040385	-1.83485084183303	-1.86286036229996	-1.85660826290354	-1.85524265142034	-1.82394389551476	-1.87128208812758	-1.8807164470768503	-1.89677208157224
mmu-miR-148b-3p	3.7903508219409705	3.36502551803895	3.1281952092729597	2.94854289143251	1.6466132577614798	3.4646926951539396	3.6685625366440697	4.6810933558018	2.6146309583378904	2.11044160193759	2.53402010837579	1.88793423785628	3.45310688385892	3.34741608322138	3.6716059285994103	3.33643985842063	3.12394049314567	3.1890774696424504	4.04710275087445	3.44366401019149	4.09421630305187	3.31078035379535	2.96560269504561	2.78453081321532	2.6488957189195097	2.8829296739378	3.95598332217746	3.28532213777965
mmu-miR-150-5p	7.4026239699692	7.1518180754993095	7.2355454413574805	-0.21400001565463503	-0.45959436967778206	-1.22055302883553	6.228490308981611	5.53749845488655	5.24254006010949	0.736283153678929	-0.00135306502229282	0.101402155414104	-0.18813077861601002	-0.35731529450587196	-0.19419367693943201	-0.5986099106999979	-0.621833963554464	-0.6070981828754879	-0.467527764641459	1.08145987219092	0.443902401152106	-0.121007049817492	-0.491118161865096	-0.48485969399014706	-0.341420464919345	-0.17342636974703501	-0.551713293193359	-0.5768109159349329
mmu-miR-151-5p	3.69834373064438	2.58746941978703	3.8019563678115498	4.21647676271225	3.96524444032261	3.6416185316219996	2.3783153761026896	2.4281372962330403	3.7151442167800997	3.2470882318987204	3.8545306691253702	3.21590780627191	2.84052516998339	3.5424150177997	2.8147980962141097	3.46435118287099	3.30355072276314	3.72031140311853	2.80375535594432	1.9614745166416099	3.4872299150529598	3.9940169199793703	3.61769202270681	3.1229408210064196	3.4862261597551	2.84495792512243	3.56290955452168	3.3110930823267597
mmu-miR-151-3p	3.67677053948536	2.6948159413668598	3.15806297444648	3.42899888435157	3.4497518964143503	2.92043382272677	3.3771757985519097	3.19652561854764	2.2127242796942004	3.7439956134621095	3.4214317611476703	3.3872568916032404	-0.302313032152469	-0.24419738675066002	0.15561930536825902	-0.0530478441750965	0.0708983014518946	-0.185227295795823	-0.334417546778218	-0.29323884947855794	-0.276164921233007	-0.361271496410826	-0.0426180299401986	-0.0355222006169077	-0.23791324234777397	-0.369275934054084	0.0238611893342973	-0.21589368683597
mmu-miR-152-3p	-1.24714163305912	-1.14028022898528	1.23816951533794	2.01973876657476	3.6837047494749804	2.82181665822191	-0.368190908343218	1.2967473966418799	-0.171106296064351	3.03864109669353	3.30024959275622	3.8064375851621004	2.31936930557443	3.04115498576541	3.06131202277744	0.668559144967601	0.677398191644056	0.81152050099383	1.57437345085851	1.71985187992332	2.86590862085952	0.673957006386471	0.7107873076715571	0.7188423851544828	0.8999173733973299	1.03180545656547	0.94463944020576	0.803067348688237
mmu-miR-153-3p	-0.845963582881332	-0.38811020159218496	-0.418273980667058	-1.23844638175368	-0.5624067711049879	-0.318436419894763	-1.09606838289246	-0.9098754184570071	-0.9845997373394741	-0.0755913503669015	-1.1405031781589199	-1.09246155051835	-1.81668693461523	-1.94466304063777	-1.9464126845326901	-1.9468467433835899	-1.9471921147977	-1.94697840600279	-1.9156395000405202	-1.90932800465359	-1.90671106855737	-1.92176717460157	-1.9184064504641298	-1.91767238608304	-1.9008481998738402	-1.9262941495380301	-1.9313654505253797	-1.9399959208633102
mmu-miR-154-3p	5.3760083379206804	5.15230816275021	4.81123606842187	-0.155080601849252	-0.39815126621881797	-0.29588635930535195	5.742781574994661	6.31191761099175	6.282925639938071	2.41042877228797	1.09812513399272	2.32330249556713	-1.7299916350122402	-1.72817690661848	-1.54504923568803	-1.7289089118274799	-1.73051502441244	-1.7295160582950202	-1.66709959070728	-1.65311719791542	-1.64731967669972	-1.68067474958177	-1.67322945142754	-1.6716032161407	-1.6343311648187	-1.4660162601710303	-1.70193862697747	-1.72105844230576
mmu-miR-155-5p	-1.79689334450742	-2.26982685219994	-2.08513283510926	-2.0876155510992302	-2.15442832394269	-2.3542152511461203	-2.0018452749265103	-1.3490155877450503	-1.9346951773682701	-2.3816745948592497	-2.0286133478883897	-1.9996724742739498	0.40128356294742396	-0.196196077286309	-0.20175810040894698	-0.209213353015743	-0.0939741835465021	-0.0353875449185004	0.36559280279243894	0.8058324708728192	0.856451715680393	-0.10570772726211698	-0.0901816684253567	1.5374842291021897	0.0593700509080421	0.498485092634954	-0.14733958747611903	0.284576492351708
mmu-miR-15a-5p	1.0152356111820602	0.309581023403458	0.31820060085682106	-0.7661044993379029	0.123991979528252	0.3834116065248	1.16895294998853	0.8834708580352322	0.7514865963829	0.31484733892028005	0.479340532511554	1.17619113199828	2.96836728031533	3.2568399171528597	2.90363066194435	3.06775077701827	2.94758448954517	2.88910498320109	3.4954972867885203	2.1980559761022	2.59023686277168	3.1819249361848	2.53623984745662	2.55593900484293	1.8917817041401899	2.32899987193769	2.96811040505776	2.927270143745
mmu-miR-15b-5p	5.62415232291996	5.12063320561119	5.419731899784041	1.4975228004793901	2.64865110362124	2.26275214317333	4.56851858410541	3.92108051269755	4.03888276734206	1.03267369680869	2.20406553724027	0.19520489104177802	2.3439857003577798	2.60507564784564	2.3573201729485698	2.1369109260492	2.05706027922483	0.8828156477065071	2.27735675252565	3.15249464815047	2.93032584388297	2.1207346039637898	1.25802742357427	1.9809361887141201	1.47588580128869	3.00038452175078	1.4285315416526598	2.6260682228989505
mmu-miR-15b-3p	4.669026893459519	4.84305115356099	4.37118534657389	2.791343916321	2.98766898759491	3.24360396346275	4.39299687732265	3.48957006270786	3.88438824398192	2.64567778184204	0.17122212035830497	2.36535360515589	-2.08481107352826	-2.07994253580657	-2.08162069684273	-2.08397530120505	-2.084927169123	-2.08470489983619	-2.05210477116009	-2.04605113609237	-2.0435411166515203	-2.05798209552336	-2.05475867599375	-2.05405460229854	-2.03791777934647	-2.0623241179041	-2.0671882275348503	-1.97818832204775
mmu-miR-16-1-3p	-0.277022386811058	1.26818596421386	-0.749293256482605	-0.7543944175440699	0.18220667362291101	1.1376893386495501	0.6586267068622621	1.0128273760948001	1.54738002747363	2.48263587164033	1.21190449125232	1.31483222192518	-1.73454188173386	-1.7277321669961798	-1.72889182811876	-1.73042794006369	-1.73658765664777	-1.73271536058985	-0.784404998674982	-1.5888652861773602	-1.57815340019647	-1.6397824523903	-1.6260260240902298	-1.6230212835601598	-1.55415496135431	-1.65831268682276	-1.67907100722264	-1.7143980503075098
mmu-miR-16-2-3p	3.32338379191553	3.17695024243286	3.4033522087459396	2.63848206523869	2.12576278143953	2.18263033838849	3.52902414098965	1.51765449920706	2.47542710927224	1.50266753665275	-0.10888970518784	1.10801968380397	-1.7455268308070502	-1.5462932774866998	-1.67718944848875	-1.74502227022159	-1.74576985338299	-1.74530554523878	-1.70233710289322	-1.6927571284238898	-1.68878498245013	-1.7116380628483998	-1.70653694980603	-1.70542274190464	-1.67988596108325	-1.71850938282184	-1.7262069142318601	-1.73930677098955
mmu-miR-17-5p	8.93223956891792	9.013377681660991	8.87655172767772	8.50114573327248	8.78087565792608	8.95763638995372	9.32492869849509	9.685979314285552	9.638988046464869	8.520133559391121	7.87407156351768	8.38391533007725	3.09594488087326	3.53549067130888	2.9907812770243	2.9618363286806697	3.12989218034613	3.43330510517216	2.69347464095258	2.88048519326777	1.8640733437577302	2.8877523275821204	2.36427887849731	2.07307263036327	4.38700207829521	3.9694917054554395	3.1572350542468604	2.5683117973964102
mmu-miR-17-3p	2.41632738429898	3.40269014645938	3.1703398879051603	4.27875946610407	4.14945547833651	3.30078171961767	3.71314955157704	3.7192053075641205	3.00776861459591	2.98042599016749	3.43592384658798	2.3799369751599997	-0.575693849737833	-0.792754587830838	-0.61030681123468	-0.633229415648547	-0.786972685484605	-0.917696624523657	-0.850799051793175	-0.8243782346614971	-0.8134233680562629	-0.8764503688098849	-0.86238189970365	-0.8593090018265641	-0.788880566096019	-0.8954009295919392	-0.906671394591625	-0.649734959643558
mmu-miR-181c-5p	4.959529069014731	4.95780214932176	4.81567821566992	3.23262141918545	4.3594459480291405	3.41416448459954	5.68009066208856	5.4370174189713705	5.6728745553154	3.2529334977743196	2.92792700886429	2.7970090192857997	-1.65452013409769	-1.6517862708593798	-1.65226560331628	-1.5475120580198702	-1.65531404256121	-1.4794213249083603	-1.5794983712366102	-1.5622184099780199	-1.5550536175498302	-1.4574364824152601	-1.58707388118999	-1.4462255438619598	-1.53900193130043	-1.60866926010739	-1.6225537485241202	-1.6461827277025902
mmu-miR-181d-5p	2.33918876694279	2.49100513767304	2.45837375656817	2.2341743166299906	0.38328315285261294	-0.296052615451358	1.56022160815123	1.98924497709404	2.6065718062242405	0.23913169647935997	0.815876471674838	0.915522727624045	-0.9272662678942929	-1.20176459454625	-1.20284907563811	-1.20427886178164	-1.20993567979873	-1.2063937823616	-1.1133198646712499	-0.857893416656765	-1.07332566061113	-1.14076829917746	-1.1257142006836698	-0.8952714146035041	-1.04706340313072	-0.718969442108898	-1.1837630185351	-1.02110580846165
mmu-miR-182-5p	4.99074241009813	4.486117827267889	4.40379150233213	3.9830834647007696	4.88422557921233	4.88052361511665	4.40797081745497	4.373411084926951	3.1317414380720496	5.2338778140289195	4.68546494846413	4.59789116718162	7.0116146214038	7.045795351915441	7.727796929613549	7.1080113559533	6.8968630449519805	7.034377859339219	6.68514296322914	6.938970078767519	6.298904730542741	7.1142121002417005	7.3543616009765005	7.110588613078621	7.62533641320334	7.586524043318749	7.64119915997754	7.33517234661003
mmu-miR-183-5p	7.72687691337512	7.71590159996241	7.836428764396611	6.97812161979931	7.333642967916219	8.097042931136441	6.90914550666399	6.60757263990319	6.984260410774961	7.29183277711454	7.04345235755814	7.564585536024509	6.111514118547009	6.1798811134368	6.55835440891402	5.797369449967261	5.838928857640059	5.69132961915043	4.90380196451571	5.863236864634921	4.490288425316209	5.11352138049027	5.677953073474469	4.64714248247143	6.45631723175676	5.943447376128019	6.36657941228997	5.77460614088125
