	0	1	2	3
0	230.0	295.0	0.0	2.0
1	40.0	290.0	0.0	2.0
2	351.0	407.0	0.0	3.0
3	354.0	408.0	0.0	4.0
4	360.0	409.0	0.0	5.0
5	371.0	410.0	0.0	6.0
6	83.0	185.0	0.0	2.0
7	235.0	412.0	0.0	3.0
8	271.0	413.0	0.0	4.0
9	18.0	69.0	0.0	2.0
10	293.0	364.0	0.0	2.0
11	368.0	372.0	0.0	2.0
12	346.0	390.0	0.0	2.0
13	169.0	212.0	0.0	2.0
14	196.0	232.0	0.0	2.0
15	270.0	420.0	0.0	3.0
16	347.0	421.0	0.0	4.0
17	214.0	358.0	0.0	2.0
18	172.0	357.0	0.0	2.0
19	285.0	330.0	0.0	2.0
20	23.0	88.0	0.0	2.0
21	32.0	249.0	0.0	2.0
22	205.0	323.0	0.0	2.0
23	168.0	288.0	0.0	2.0
24	302.0	429.0	0.0	3.0
25	317.0	430.0	0.0	4.0
26	339.0	431.0	0.0	5.0
27	369.0	432.0	0.0	6.0
28	195.0	287.0	0.0	2.0
29	380.0	434.0	0.0	3.0
30	161.0	309.0	0.0	2.0
31	403.0	436.0	0.0	3.0
32	118.0	207.0	0.0	2.0
33	315.0	438.0	0.0	3.0
34	350.0	439.0	0.0	4.0
35	261.0	427.0	0.0	3.0
36	289.0	441.0	0.0	4.0
37	115.0	321.0	0.0846551403721767	2.0
38	373.0	433.0	0.08741290352796678	7.0
39	167.0	424.0	0.08933862749988407	3.0
40	74.0	329.0	0.11426361239642753	2.0
41	306.0	426.0	0.12258702144954893	3.0
42	435.0	447.0	0.12966811322986488	6.0
43	227.0	422.0	0.1383860126560638	5.0
44	51.0	335.0	0.1394361924017721	2.0
45	437.0	448.0	0.14542098098297307	9.0
46	389.0	446.0	0.14897082910146806	3.0
47	363.0	449.0	0.1537344608255702	6.0
48	55.0	370.0	0.15861968238756508	2.0
49	65.0	165.0	0.16020415675394115	2.0
50	84.0	173.0	0.16589105590155934	2.0
51	102.0	452.0	0.1666952175303624	4.0
52	444.0	451.0	0.16784042276303854	16.0
53	237.0	416.0	0.16886366216936216	3.0
54	71.0	94.0	0.17323945018564565	2.0
55	394.0	401.0	0.17445978715424465	2.0
56	64.0	457.0	0.17746608027721117	5.0
57	402.0	425.0	0.1863575704063373	3.0
58	58.0	257.0	0.18782948024097637	2.0
59	221.0	336.0	0.18910976254712464	2.0
60	11.0	220.0	0.19008427531589914	2.0
61	415.0	454.0	0.1957736116893621	4.0
62	97.0	414.0	0.1967950515712497	5.0
63	231.0	379.0	0.19954097757593864	2.0
64	443.0	459.0	0.2036334082054827	5.0
65	110.0	352.0	0.21256060093023937	2.0
66	184.0	460.0	0.21657706209283348	3.0
67	163.0	355.0	0.22167264786324622	2.0
68	225.0	450.0	0.22227430459949285	3.0
69	139.0	341.0	0.22242327029399647	2.0
70	194.0	240.0	0.22638375863388213	2.0
71	27.0	406.0	0.2324894453435113	3.0
72	467.0	468.0	0.2336199620834313	9.0
73	164.0	268.0	0.24207144964346056	2.0
74	114.0	280.0	0.2507384452068568	2.0
75	17.0	159.0	0.2603608631663145	2.0
76	417.0	478.0	0.2658949881428232	11.0
77	464.0	466.0	0.27433490263917576	4.0
78	37.0	259.0	0.27485369099314255	2.0
79	210.0	482.0	0.27631198324288664	12.0
80	440.0	458.0	0.279523812107144	20.0
81	125.0	477.0	0.28471408021744915	4.0
82	41.0	359.0	0.28660104217505145	2.0
83	411.0	485.0	0.28937171303732195	18.0
84	132.0	479.0	0.30069932572191166	3.0
85	137.0	472.0	0.30134368305055914	4.0
86	474.0	476.0	0.31053783688423076	5.0
87	91.0	418.0	0.315480120469875	3.0
88	242.0	320.0	0.3194132517378503	2.0
89	46.0	239.0	0.3216645906818872	2.0
90	35.0	256.0	0.3242275443584224	2.0
91	90.0	348.0	0.324319597797619	2.0
92	80.0	319.0	0.3296539474799404	2.0
93	353.0	471.0	0.34396757364571473	3.0
94	489.0	493.0	0.34616561703228127	21.0
95	174.0	269.0	0.34939240251855874	2.0
96	445.0	490.0	0.35574593847177677	6.0
97	120.0	179.0	0.36172732515914474	2.0
98	361.0	484.0	0.3638223151897334	3.0
99	26.0	475.0	0.36402304812799713	3.0
100	47.0	171.0	0.3640585750077097	2.0
101	442.0	486.0	0.36918863866538953	24.0
102	75.0	461.0	0.37873202595434474	3.0
103	465.0	504.0	0.3906424561964794	5.0
104	116.0	267.0	0.4152505995925728	2.0
105	456.0	500.0	0.421888709633784	23.0
106	308.0	387.0	0.4284822102050949	2.0
107	462.0	470.0	0.4286240428853286	10.0
108	455.0	492.0	0.4324772448437267	7.0
109	56.0	248.0	0.43384004424160816	2.0
110	291.0	463.0	0.43530593812167445	4.0
111	480.0	497.0	0.4356375706819425	4.0
112	30.0	488.0	0.43709985700208615	3.0
113	428.0	516.0	0.44820434983337354	6.0
114	391.0	494.0	0.45270872334551837	3.0
115	311.0	509.0	0.4598385160300913	6.0
116	1.0	518.0	0.4681589970490442	4.0
117	33.0	100.0	0.46846225891811333	2.0
118	502.0	517.0	0.4752116358208365	10.0
119	453.0	483.0	0.48203685326703327	10.0
120	209.0	503.0	0.4941973452442387	3.0
121	73.0	87.0	0.49487308669985536	2.0
122	96.0	419.0	0.4965486199194511	3.0
123	21.0	175.0	0.4980176139375095	2.0
124	3.0	498.0	0.5100705156918699	3.0
125	505.0	526.0	0.5175809268810802	6.0
126	244.0	262.0	0.5191166565030846	2.0
127	95.0	334.0	0.523169441248137	2.0
128	50.0	255.0	0.5239535927783702	2.0
129	481.0	508.0	0.5277758109113377	5.0
130	76.0	206.0	0.5392496881587762	2.0
131	201.0	491.0	0.5416573218789558	5.0
132	9.0	528.0	0.5545269063436054	4.0
133	487.0	511.0	0.5688345760517143	27.0
134	388.0	495.0	0.5744286893863149	3.0
135	105.0	263.0	0.5752875855783665	2.0
136	423.0	525.0	0.595359134305765	12.0
137	82.0	537.0	0.5979667152211438	6.0
138	382.0	510.0	0.6087338271363739	3.0
139	473.0	542.0	0.6242601214071511	14.0
140	247.0	496.0	0.6355838316849857	3.0
141	292.0	540.0	0.6375185689805148	4.0
142	328.0	527.0	0.6431608756134607	3.0
143	519.0	535.0	0.6445913738500315	11.0
144	44.0	274.0	0.653503882760534	2.0
145	202.0	545.0	0.6802736310477435	15.0
146	501.0	530.0	0.6815285366434907	5.0
147	13.0	62.0	0.7234995092717362	2.0
148	499.0	551.0	0.730393053287253	18.0
149	177.0	294.0	0.7329988812558113	2.0
150	286.0	469.0	0.7362595436805999	3.0
151	520.0	533.0	0.7371334904959249	5.0
152	52.0	122.0	0.7385284381934135	2.0
153	129.0	541.0	0.7449541155952758	3.0
154	342.0	544.0	0.7519502949999946	4.0
155	514.0	549.0	0.7539017615488419	18.0
156	229.0	521.0	0.7654604953667867	7.0
157	524.0	543.0	0.7680280888156414	16.0
158	81.0	158.0	0.7750956010092611	2.0
159	197.0	552.0	0.778482283903135	6.0
160	538.0	539.0	0.7828422677889555	31.0
161	208.0	546.0	0.7871609257594495	4.0
162	327.0	523.0	0.7894622375040758	3.0
163	224.0	563.0	0.7998399786738455	17.0
164	103.0	550.0	0.8016654072515144	3.0
165	223.0	236.0	0.8202786522073937	2.0
166	326.0	356.0	0.8215436287852906	2.0
167	512.0	562.0	0.8250074755523313	9.0
168	190.0	226.0	0.8333009664544684	2.0
169	534.0	536.0	0.8392656485011265	4.0
170	149.0	151.0	0.8662506578025015	2.0
171	513.0	554.0	0.895080094062439	28.0
172	529.0	577.0	0.9205344138935155	30.0
173	560.0	568.0	0.9222674480348583	7.0
174	397.0	558.0	0.9365501214297143	3.0
175	170.0	200.0	0.9426532456417853	2.0
176	133.0	303.0	0.9454187504932909	2.0
177	548.0	559.0	0.993264213579277	6.0
178	338.0	553.0	1.0101509038850203	3.0
179	300.0	374.0	1.0336480017588505	2.0
180	222.0	573.0	1.0361193979632723	10.0
181	128.0	211.0	1.0375971991417499	2.0
182	273.0	349.0	1.0534886088161342	2.0
183	99.0	332.0	1.0559447552134142	2.0
184	556.0	586.0	1.0823128884063609	13.0
185	191.0	296.0	1.086802419875757	2.0
186	20.0	304.0	1.091278930281442	2.0
187	199.0	243.0	1.100190547107976	2.0
188	22.0	571.0	1.100339656302267	3.0
189	98.0	557.0	1.1099725746627904	6.0
190	547.0	590.0	1.1109088714218607	17.0
191	28.0	564.0	1.1337859777176515	3.0
192	24.0	331.0	1.1359911917207666	2.0
193	531.0	565.0	1.1717654819012593	12.0
194	555.0	572.0	1.177501441653198	4.0
195	70.0	561.0	1.1844847117451187	19.0
196	579.0	585.0	1.1872989908104357	9.0
197	166.0	250.0	1.2255733448545478	2.0
198	183.0	281.0	1.227846721348442	2.0
199	305.0	589.0	1.2669064237702672	3.0
200	522.0	578.0	1.2723479054054894	34.0
201	325.0	595.0	1.294057011173111	7.0
202	588.0	591.0	1.3064793768853582	4.0
203	19.0	282.0	1.3073017706037908	2.0
204	570.0	597.0	1.3140894752535592	6.0
205	574.0	587.0	1.3184066388195597	4.0
206	127.0	203.0	1.320444947991858	2.0
207	49.0	575.0	1.329033027353346	5.0
208	215.0	515.0	1.330458340418873	3.0
209	340.0	375.0	1.363541930407156	2.0
210	345.0	377.0	1.368298098116191	2.0
211	253.0	266.0	1.384201474446283	2.0
212	600.0	602.0	1.419794006696506	13.0
213	567.0	583.0	1.4249661820178585	10.0
214	581.0	593.0	1.4502142218461902	4.0
215	43.0	265.0	1.4504436646014416	2.0
216	104.0	283.0	1.468194324824267	2.0
217	399.0	604.0	1.4709704414663975	3.0
218	29.0	258.0	1.5017580860490403	2.0
219	607.0	613.0	1.5175895641584873	12.0
220	34.0	252.0	1.5348851695950423	2.0
221	233.0	313.0	1.5400617940021943	2.0
222	278.0	598.0	1.5456935339151827	3.0
223	134.0	582.0	1.560942385597422	3.0
224	192.0	584.0	1.5646313577054032	4.0
225	12.0	186.0	1.5983957445868695	2.0
226	272.0	608.0	1.6086933925324534	5.0
227	42.0	396.0	1.6087642498853547	2.0
228	275.0	297.0	1.6238399435172313	2.0
229	10.0	621.0	1.6353213614172677	3.0
230	213.0	381.0	1.668318978303653	2.0
231	92.0	405.0	1.691373497342182	2.0
232	16.0	627.0	1.6915217543593537	3.0
233	101.0	324.0	1.7033762815642706	2.0
234	48.0	178.0	1.7106068328387805	2.0
235	376.0	592.0	1.7527816474562745	3.0
236	603.0	630.0	1.757910939247867	6.0
237	144.0	150.0	1.7665972025873558	2.0
238	67.0	312.0	1.7883051132907235	2.0
239	38.0	615.0	1.7932738185546917	3.0
240	614.0	619.0	1.8001261306968097	13.0
241	628.0	632.0	1.806085176770668	8.0
242	532.0	569.0	1.8267417615546666	19.0
243	264.0	638.0	1.8627311367013781	4.0
244	392.0	622.0	1.87058452442065	3.0
245	594.0	599.0	1.879774881259791	15.0
246	39.0	119.0	1.8970042280161528	2.0
247	154.0	362.0	1.912097789096779	2.0
248	147.0	404.0	1.9142961077147171	2.0
249	85.0	617.0	1.9241414617934265	3.0
250	54.0	217.0	1.928427197808832	2.0
251	78.0	143.0	1.929878195902141	2.0
252	31.0	246.0	1.9389908473754223	2.0
253	277.0	395.0	1.9532458661635446	2.0
254	198.0	631.0	1.9851940041215803	3.0
255	145.0	378.0	1.996083848736884	2.0
256	193.0	393.0	2.0014309664117516	2.0
257	383.0	655.0	2.0270583293537876	4.0
258	142.0	634.0	2.057226342932006	3.0
259	610.0	629.0	2.065902064491993	9.0
260	219.0	337.0	2.0866086752738293	2.0
261	61.0	131.0	2.1390052770057877	2.0
262	25.0	333.0	2.1538891797715927	2.0
263	605.0	646.0	2.1712249163485495	16.0
264	601.0	648.0	2.2055837703499477	38.0
265	218.0	616.0	2.2089134482216815	3.0
266	60.0	623.0	2.222838424338113	4.0
267	367.0	654.0	2.2277659272589436	3.0
268	365.0	366.0	2.228863033743621	2.0
269	59.0	135.0	2.236021092021886	2.0
270	157.0	276.0	2.2501141114460004	2.0
271	241.0	318.0	2.2522192276872985	2.0
272	7.0	79.0	2.260530669372102	2.0
273	152.0	653.0	2.261366492813155	3.0
274	386.0	635.0	2.2959961653658114	4.0
275	155.0	180.0	2.2968714358418065	2.0
276	66.0	344.0	2.3116546103383375	2.0
