	0	1	2	3
277	384.0	626.0	2.322624940854133	3.0
278	618.0	669.0	2.3294291991390725	29.0
279	6.0	141.0	2.3407077800932057	2.0
280	506.0	620.0	2.3537317924453163	6.0
281	160.0	664.0	2.363892979924373	4.0
282	639.0	660.0	2.378164590992402	5.0
283	284.0	322.0	2.3811713678508344	2.0
284	93.0	228.0	2.4042482033062984	2.0
285	400.0	641.0	2.4052436261717025	4.0
286	45.0	644.0	2.40551732147165	3.0
287	642.0	647.0	2.4403955391723224	14.0
288	611.0	665.0	2.4436686974495245	13.0
289	385.0	679.0	2.448119494436012	4.0
290	0.0	8.0	2.453305226804991	2.0
291	126.0	138.0	2.4645569770547766	2.0
292	633.0	689.0	2.4942471976393654	4.0
293	108.0	681.0	2.499007673226789	3.0
294	72.0	113.0	2.5129542308072477	2.0
295	109.0	576.0	2.540863092335491	3.0
296	4.0	662.0	2.5479088573920485	3.0
297	123.0	251.0	2.5586846072026814	2.0
298	624.0	677.0	2.5690013438586163	4.0
299	238.0	314.0	2.6231066595486956	2.0
300	86.0	89.0	2.6358162133477556	2.0
301	316.0	636.0	2.6359438385412144	3.0
302	53.0	675.0	2.646546537886744	3.0
303	57.0	136.0	2.6745961292108245	2.0
304	645.0	691.0	2.6827533747147347	7.0
305	146.0	700.0	2.6894770472366307	3.0
306	661.0	695.0	2.690476446791887	6.0
307	640.0	685.0	2.7223900459423254	4.0
308	652.0	656.0	2.751867767141809	4.0
309	672.0	694.0	2.822108672332184	17.0
310	625.0	651.0	2.836533057008372	27.0
311	245.0	666.0	2.836962858308731	3.0
312	649.0	671.0	2.837610622292689	7.0
313	234.0	668.0	2.8586900850857226	3.0
314	678.0	698.0	2.863332215285828	6.0
315	279.0	708.0	2.940479367398167	4.0
316	612.0	715.0	2.9820439231342077	19.0
317	216.0	298.0	2.995839657682718	2.0
318	36.0	650.0	3.0496115606818144	4.0
319	663.0	707.0	3.0574126677972804	7.0
320	204.0	724.0	3.1573438522650874	5.0
321	63.0	705.0	3.174868398993919	3.0
322	683.0	688.0	3.225903329502543	8.0
323	682.0	697.0	3.246753709045414	4.0
324	106.0	121.0	3.247212001106419	2.0
325	673.0	690.0	3.2486903396399534	5.0
326	643.0	657.0	3.2494307031475236	4.0
327	181.0	680.0	3.266768967274663	5.0
328	2.0	254.0	3.3335484175834265	2.0
329	117.0	310.0	3.374820605615892	2.0
330	686.0	722.0	3.3766869076251513	25.0
331	68.0	717.0	3.4081102544153947	4.0
332	580.0	684.0	3.4114382086611226	32.0
333	301.0	398.0	3.423972606023969	2.0
334	659.0	713.0	3.440039708336585	6.0
335	658.0	726.0	3.4499824531335697	7.0
336	124.0	307.0	3.450409612335596	2.0
337	187.0	637.0	3.47221663138071	3.0
338	156.0	676.0	3.489520874072198	3.0
339	140.0	728.0	3.504558885645424	9.0
340	714.0	720.0	3.5983702605769157	10.0
341	162.0	182.0	3.640223464079817	2.0
342	14.0	189.0	3.6529290683282754	2.0
343	711.0	731.0	3.65305852376971	8.0
344	5.0	176.0	3.667756049307842	2.0
345	609.0	704.0	3.696840394038179	6.0
346	107.0	737.0	3.725012331529834	5.0
347	703.0	721.0	3.7418023963861584	6.0
348	596.0	670.0	3.751623186809583	55.0
349	706.0	745.0	3.774458711278339	11.0
350	148.0	153.0	3.8600456354582615	2.0
351	712.0	750.0	3.9241711235217163	8.0
352	130.0	753.0	3.943204719719775	7.0
353	674.0	733.0	3.9861415201689288	7.0
354	299.0	667.0	4.076792471523691	3.0
355	729.0	751.0	4.1056149795923815	10.0
356	719.0	732.0	4.121385218944459	7.0
357	696.0	743.0	4.17676685340179	5.0
358	687.0	740.0	4.268184369016347	10.0
359	699.0	709.0	4.306982004183822	5.0
360	566.0	606.0	4.388423967050049	65.0
361	692.0	760.0	4.536954454280737	6.0
362	718.0	746.0	4.577682220689226	17.0
363	744.0	764.0	4.606748341191076	13.0
364	693.0	710.0	4.636859269477533	21.0
365	702.0	734.0	4.778192246591514	5.0
366	752.0	755.0	4.849595944874768	16.0
367	77.0	701.0	4.92064357479978	4.0
368	739.0	757.0	5.081411603862816	10.0
369	730.0	763.0	5.186640394847533	7.0
370	758.0	771.0	5.549456685915473	12.0
371	749.0	767.0	5.800413769550416	14.0
372	260.0	747.0	5.874553145643219	3.0
373	748.0	774.0	5.995344625740007	12.0
374	15.0	773.0	5.999683091261872	5.0
375	725.0	772.0	6.038717048955055	23.0
376	111.0	775.0	6.19832813520276	8.0
377	736.0	738.0	6.466202148738218	57.0
378	741.0	742.0	6.828444607812854	9.0
379	188.0	762.0	6.851477790240391	8.0
380	343.0	777.0	6.852261693053154	15.0
381	768.0	784.0	6.871242954060925	26.0
382	112.0	776.0	7.08550828584145	13.0
383	761.0	770.0	7.343756665682844	31.0
384	507.0	766.0	7.614057190172376	89.0
385	759.0	782.0	7.723341535946244	15.0
386	769.0	778.0	7.961296725515349	16.0
387	723.0	779.0	8.253375901985681	14.0
388	727.0	781.0	8.349223078354688	26.0
389	765.0	785.0	8.405326844860111	13.0
390	716.0	754.0	9.651101118833846	82.0
391	786.0	792.0	10.534198050249664	31.0
392	735.0	788.0	11.45592800615945	15.0
393	756.0	780.0	11.80705996290713	7.0
394	793.0	798.0	12.424967067860338	29.0
395	791.0	795.0	14.213798359551394	28.0
396	787.0	789.0	15.236909768248205	57.0
397	790.0	796.0	20.73896209659726	171.0
398	794.0	797.0	23.484238194547874	57.0
399	783.0	802.0	31.996420725477023	114.0
400	800.0	801.0	35.40889502262358	57.0
401	799.0	806.0	52.23601767643937	64.0
402	803.0	805.0	74.74756642735125	285.0
403	804.0	807.0	91.51148788512803	121.0
404	808.0	809.0	253.12144205872858	406.0
