	dICM1	dICM2	dICM3	dTE1	dTE2	dTE3	mICM1	mICM2	mICM3	mTE1	mTE2	mTE3	wtICM1	wtICM2	wtTE1	wtTE2
mmu-miR-136-3p	-2.07742756107905	-2.07373408373969	-1.9986166324392398	-2.07690283154714	-2.0774978884251203	-2.0773630901888303	-2.0518605436322503	-2.04710389628175	-2.04513164701507	-2.056478654742	-2.0539458509318	-2.05339262460755	-2.04071310638719	-2.05989040140696	-2.06371237843874	-2.0702167171651102
mmu-miR-137-3p	-1.9219210879322999	-1.9122622149742499	-1.91776751041933	-1.9189009186918797	-1.73030103795561	-1.92058294211605	-1.81324518422238	-1.79171281704875	-1.4367744459543503	-1.83415042624189	-1.82268494276132	-1.82018060063418	-1.76278302166996	-1.84959470379288	-1.8668960100940202	-1.89633981775046
mmu-miR-140-5p	0.9289386075235819	1.13505679451178	1.00068362407564	1.05728438291234	0.606796356122086	0.987561696382951	0.9365162848396701	1.5809800422260902	1.0570865022273699	0.524335520404	0.541541053082374	0.9102960227779491	0.642094123295875	1.2282919805859398	1.52462358775498	0.837472318871593
mmu-miR-140-3p	4.86009155126276	5.2386702893439105	5.27208315937042	4.68263136662784	4.2713535805493	5.04328805371897	5.17988123758062	4.82531402151241	4.94117549361551	5.2773007578762	4.81049010271102	4.97086378606976	4.8806234659004	5.41935050458843	5.05358654042865	5.387568496835259
mmu-miR-141-5p	-0.708661226366744	-0.792072666030608	-0.463141261501312	-0.5778279939211259	-0.589867287685506	-0.605730572642749	-0.725911666572953	-0.6954314185613469	-0.6827933896390229	-0.755504184495354	-0.7392741630934979	-0.73572912930665	-0.654479704754877	-0.362614748772808	-0.419881623786126	-0.7889962061550791
mmu-miR-141-3p	2.72524986289085	2.9614363749064796	3.35805032921696	3.26992907827162	3.37673410919008	3.0918403953586204	2.98427022794352	2.9983579485811402	3.26563951427522	2.4407036176939103	2.8989684289325295	2.55109690568439	1.87993527673471	2.32115226811571	1.73737691181947	2.7762191669839402
mmu-miR-142a-5p	-1.57768321381488	-1.57315334854951	-1.31246357447511	-1.5749623933604802	-1.5790184138577898	-1.57648113961013	-1.4840185036095903	-1.4616608072821298	-1.27275419409326	-1.5057250372644901	-1.49382008525253	-1.4912197524453101	-1.43162214155261	-1.16248841161722	-1.5397257494912202	-1.5702981294343201
mmu-miR-142a-3p	-0.686092031388295	-0.9884008858945799	-0.573399008216959	-0.997410045356093	-1.01922309550953	-1.00530010904912	-0.8699607252787108	-0.815576980070962	-0.793027841212966	-0.922760556636213	-0.893802480301048	-0.8874773278894459	0.13139982266877803	0.456769512218249	-0.9553588015521641	-0.977553215275933
mmu-miR-143-3p	1.9703951792665202	1.64628759088012	1.8646311850220099	2.30955093628747	2.80451639477461	2.52045903285433	2.06680103920598	3.15454216529998	2.5362641243678503	2.15535954920086	2.43057990239428	2.02191774815774	2.03934047989246	2.3747428900973597	1.9299822779653502	1.7417017419804202
mmu-miR-144-5p	-1.1259431868929	-1.11933832356061	-1.12047414076399	-1.12197165635796	-1.03864922732068	-1.0068430720355201	-1.03283654123944	-1.00352866834683	-0.9913767414620009	-0.39535015403923796	-1.0456850702082	-1.04227639060738	-0.9641520982310819	-0.46994619388316794	-1.10586109876022	-1.11601497226207
mmu-miR-144-3p	-1.31216745557528	-1.14915508952721	-1.30722750273907	-1.3085814261143	-1.31392904903526	-1.3105825030960099	-1.2184375174564899	-0.708002654767197	-1.17613491143707	-1.24747023202234	-1.23154723486497	-1.22806926268532	-1.1483568381516398	-0.665507459299671	-1.29294653831831	-1.30319085057385
mmu-miR-145a-5p	-1.5769379013508702	-1.67095071082916	-1.5359845101279301	-1.67134163927542	-1.67219379977887	-1.67166462172005	-1.62682559242078	-1.61637905599442	-1.6120476073315302	-1.63696787591881	-1.63140533883871	-1.6301903446374597	-1.6023436200019698	-1.64446074498955	-1.65285456091517	-1.5832050273285498
mmu-miR-146a-5p	-1.04770659203964	-0.6174033255101801	-1.03283653668088	-1.0368266889476099	-0.683840638940816	-0.7111359440642511	-0.898121845190085	-0.8537290693703979	0.6883631466312561	-0.941221691804491	-0.917583573723333	-0.912420430362004	-0.7940851895125159	-0.973062796198134	-1.00327026952574	-1.02129261954742
mmu-miR-146b-5p	3.1201980240447797	3.57912672345542	3.461530789177	2.81160319401261	2.8558171288750698	3.346458585597	4.07199721096429	3.71133800573694	4.841694685988809	4.34524771975812	4.35653726097072	2.85633810522125	2.7436307997895097	3.65572058228132	4.063794031571001	3.7652259003455497
mmu-miR-147-5p	0.529490521024653	0.00981542514264899	0.00529243897042408	0.9726247784172181	0.5978628056549979	0.5877826740853189	0.11176586388195699	0.144111857524543	0.168933313043249	0.0864280984178045	0.10012771672792699	0.10318571253503	0.22454221172847502	0.624834414621961	1.00868625630206	1.5054655612186398
mmu-miR-147-3p	-2.10398517337237	-2.0960111478981496	-2.09855091742258	-2.0290356806107197	-2.10426300759323	-2.10373259155761	-2.05388080119508	-2.0447190833827498	-2.04092035921731	-2.06277568612049	-2.0578972849960904	-1.9832204554810602	-2.03240986445241	-2.0693470078705003	-2.07670846909943	-2.08923639298692
mmu-miR-148a-5p	-0.5247370385203199	-0.6890666106853521	-0.70775054157488	-1.04831935752965	-1.0592793235187	-1.0523761958624398	-0.933295385915357	-0.8951472516130741	-0.266315477551371	-0.970332464734947	-0.950019472664437	-0.945582618182304	-0.5373861508105909	-0.997694545711262	-1.02488524203494	-1.0376377746974499
mmu-miR-148a-3p	7.12953498018256	7.14053048856933	7.29836501640462	6.562963206939799	6.59738364380242	6.3484756575278904	7.48416565319933	7.35418199448071	7.60745443185467	7.00818877907189	6.79527995997422	7.072086024980139	6.5958038763638696	6.313199926622571	5.28412396969896	5.20713155814653
mmu-miR-148b-5p	-1.7918885065334698	-1.9054545248587298	-1.90614722149975	-1.9065711761622302	-1.85584029259097	-1.9072206185982299	-1.7571214835851598	-1.83971924040385	-1.83485084183303	-1.86286036229996	-1.85660826290354	-1.85524265142034	-1.82394389551476	-1.87128208812758	-1.8807164470768503	-1.89677208157224
mmu-miR-148b-3p	3.45310688385892	3.34741608322138	3.6716059285994103	3.33643985842063	3.12394049314567	3.1890774696424504	4.04710275087445	3.44366401019149	4.09421630305187	3.31078035379535	2.96560269504561	2.78453081321532	2.6488957189195097	2.8829296739378	3.95598332217746	3.28532213777965
mmu-miR-150-5p	-0.18813077861601002	-0.35731529450587196	-0.19419367693943201	-0.5986099106999979	-0.621833963554464	-0.6070981828754879	-0.467527764641459	1.08145987219092	0.443902401152106	-0.121007049817492	-0.491118161865096	-0.48485969399014706	-0.341420464919345	-0.17342636974703501	-0.551713293193359	-0.5768109159349329
mmu-miR-151-5p	2.84052516998339	3.5424150177997	2.8147980962141097	3.46435118287099	3.30355072276314	3.72031140311853	2.80375535594432	1.9614745166416099	3.4872299150529598	3.9940169199793703	3.61769202270681	3.1229408210064196	3.4862261597551	2.84495792512243	3.56290955452168	3.3110930823267597
mmu-miR-151-3p	-0.302313032152469	-0.24419738675066002	0.15561930536825902	-0.0530478441750965	0.0708983014518946	-0.185227295795823	-0.334417546778218	-0.29323884947855794	-0.276164921233007	-0.361271496410826	-0.0426180299401986	-0.0355222006169077	-0.23791324234777397	-0.369275934054084	0.0238611893342973	-0.21589368683597
mmu-miR-152-3p	2.31936930557443	3.04115498576541	3.06131202277744	0.668559144967601	0.677398191644056	0.81152050099383	1.57437345085851	1.71985187992332	2.86590862085952	0.673957006386471	0.7107873076715571	0.7188423851544828	0.8999173733973299	1.03180545656547	0.94463944020576	0.803067348688237
mmu-miR-153-3p	-1.81668693461523	-1.94466304063777	-1.9464126845326901	-1.9468467433835899	-1.9471921147977	-1.94697840600279	-1.9156395000405202	-1.90932800465359	-1.90671106855737	-1.92176717460157	-1.9184064504641298	-1.91767238608304	-1.9008481998738402	-1.9262941495380301	-1.9313654505253797	-1.9399959208633102
mmu-miR-154-3p	-1.7299916350122402	-1.72817690661848	-1.54504923568803	-1.7289089118274799	-1.73051502441244	-1.7295160582950202	-1.66709959070728	-1.65311719791542	-1.64731967669972	-1.68067474958177	-1.67322945142754	-1.6716032161407	-1.6343311648187	-1.4660162601710303	-1.70193862697747	-1.72105844230576
mmu-miR-155-5p	0.40128356294742396	-0.196196077286309	-0.20175810040894698	-0.209213353015743	-0.0939741835465021	-0.0353875449185004	0.36559280279243894	0.8058324708728192	0.856451715680393	-0.10570772726211698	-0.0901816684253567	1.5374842291021897	0.0593700509080421	0.498485092634954	-0.14733958747611903	0.284576492351708
mmu-miR-15a-5p	2.96836728031533	3.2568399171528597	2.90363066194435	3.06775077701827	2.94758448954517	2.88910498320109	3.4954972867885203	2.1980559761022	2.59023686277168	3.1819249361848	2.53623984745662	2.55593900484293	1.8917817041401899	2.32899987193769	2.96811040505776	2.927270143745
mmu-miR-15b-5p	2.3439857003577798	2.60507564784564	2.3573201729485698	2.1369109260492	2.05706027922483	0.8828156477065071	2.27735675252565	3.15249464815047	2.93032584388297	2.1207346039637898	1.25802742357427	1.9809361887141201	1.47588580128869	3.00038452175078	1.4285315416526598	2.6260682228989505
mmu-miR-15b-3p	-2.08481107352826	-2.07994253580657	-2.08162069684273	-2.08397530120505	-2.084927169123	-2.08470489983619	-2.05210477116009	-2.04605113609237	-2.0435411166515203	-2.05798209552336	-2.05475867599375	-2.05405460229854	-2.03791777934647	-2.0623241179041	-2.0671882275348503	-1.97818832204775
mmu-miR-16-1-3p	-1.73454188173386	-1.7277321669961798	-1.72889182811876	-1.73042794006369	-1.73658765664777	-1.73271536058985	-0.784404998674982	-1.5888652861773602	-1.57815340019647	-1.6397824523903	-1.6260260240902298	-1.6230212835601598	-1.55415496135431	-1.65831268682276	-1.67907100722264	-1.7143980503075098
mmu-miR-16-2-3p	-1.7455268308070502	-1.5462932774866998	-1.67718944848875	-1.74502227022159	-1.74576985338299	-1.74530554523878	-1.70233710289322	-1.6927571284238898	-1.68878498245013	-1.7116380628483998	-1.70653694980603	-1.70542274190464	-1.67988596108325	-1.71850938282184	-1.7262069142318601	-1.73930677098955
mmu-miR-17-5p	3.09594488087326	3.53549067130888	2.9907812770243	2.9618363286806697	3.12989218034613	3.43330510517216	2.69347464095258	2.88048519326777	1.8640733437577302	2.8877523275821204	2.36427887849731	2.07307263036327	4.38700207829521	3.9694917054554395	3.1572350542468604	2.5683117973964102
mmu-miR-17-3p	-0.575693849737833	-0.792754587830838	-0.61030681123468	-0.633229415648547	-0.786972685484605	-0.917696624523657	-0.850799051793175	-0.8243782346614971	-0.8134233680562629	-0.8764503688098849	-0.86238189970365	-0.8593090018265641	-0.788880566096019	-0.8954009295919392	-0.906671394591625	-0.649734959643558
mmu-miR-181a-2-3p	-1.8934489989349899	-1.95135963862597	-1.86541320006277	-1.9559570758821698	-1.9571456356706798	-1.9564071798342602	-1.80899849925475	-1.8882708627771	-1.8835984663811	-1.9104803209744998	-1.90447993167557	-1.90316929983645	-1.87313063472608	-1.9185629873447099	-1.9276175181338302	-1.94302675130579
mmu-miR-181c-5p	-1.65452013409769	-1.6517862708593798	-1.65226560331628	-1.5475120580198702	-1.65531404256121	-1.4794213249083603	-1.5794983712366102	-1.5622184099780199	-1.5550536175498302	-1.4574364824152601	-1.58707388118999	-1.4462255438619598	-1.53900193130043	-1.60866926010739	-1.6225537485241202	-1.6461827277025902
mmu-miR-181d-5p	-0.9272662678942929	-1.20176459454625	-1.20284907563811	-1.20427886178164	-1.20993567979873	-1.2063937823616	-1.1133198646712499	-0.857893416656765	-1.07332566061113	-1.14076829917746	-1.1257142006836698	-0.8952714146035041	-1.04706340313072	-0.718969442108898	-1.1837630185351	-1.02110580846165
mmu-miR-182-5p	7.0116146214038	7.045795351915441	7.727796929613549	7.1080113559533	6.8968630449519805	7.034377859339219	6.68514296322914	6.938970078767519	6.298904730542741	7.1142121002417005	7.3543616009765005	7.110588613078621	7.62533641320334	7.586524043318749	7.64119915997754	7.33517234661003
mmu-miR-183-5p	6.111514118547009	6.1798811134368	6.55835440891402	5.797369449967261	5.838928857640059	5.69132961915043	4.90380196451571	5.863236864634921	4.490288425316209	5.11352138049027	5.677953073474469	4.64714248247143	6.45631723175676	5.943447376128019	6.36657941228997	5.77460614088125
mmu-miR-1839-5p	1.55365396247298	1.38630680029743	1.06820969166541	0.283651298225969	0.798497050091998	0.7279467567231491	0.45996203736737296	0.972216571082649	1.63982909369984	1.6406249451322	0.442563778247452	1.74761331901821	0.566584579904621	0.394985061792425	0.366429094132052	0.322352536549161
mmu-miR-1839-3p	-1.07389744916315	-0.9649133401747709	-1.2169196019031499	-1.31363136533507	-1.25825140019605	-1.3144262576831498	-1.2536231848860402	-1.23575227394418	-1.2283424559773002	-1.27097360972954	-1.2614577663234599	-1.25937927329195	-1.2117418252735102	-1.28379167596673	-1.29815099380635	-1.3114424786820502
mmu-miR-184-3p	-0.7401323434466809	-0.728295212168338	-0.564283183418003	-0.7329843363084659	-0.639383102915798	-0.736959807335362	-0.639552199892385	-0.5993274272128779	-0.259456741884334	-0.36735362354352297	-0.6571866818941391	-0.0598972916251972	-0.5452834647728639	-0.18639360981441602	-0.0889160405219908	-0.722432255124239
mmu-miR-1843a-3p	-1.6758448551439802	-1.76321010407266	-1.76375813462809	-1.7644783266882602	-1.7673015568617498	-1.7655387448118	-1.6829950527613	-1.6650145246087098	-1.65755925604447	-1.26704973073507	-1.6908776902249099	-1.6887864480610701	-1.64085679981875	-1.71334859237448	-1.72779598789379	-1.7523829368445
mmu-miR-1843b-5p	-2.07927089089499	-1.99363689422015	-2.0766986123770903	-2.07867502225389	-2.07935153072003	-2.07919701013097	-2.05192350876507	-2.04684220324734	-2.04473534092549	-2.05685682244892	-2.05415114573425	-2.05356015973785	-2.04001521912155	-2.0605014330068	-2.06458427361893	-2.07153255668978
mmu-miR-1843b-3p	-2.12917993495519	-2.11590663344138	-2.11980935624734	-2.12528521222648	-2.1298587274353102	-2.12856635452673	-1.93805292175491	-2.0370889659231497	-2.03125167742455	-2.06483554474655	-2.05733917661483	-1.94258743917476	-2.01817407266965	-2.07493333000322	-2.08624527872417	-2.1054962437416003
mmu-miR-185-5p	1.3020467806833402	1.3328892119925202	2.14975548838543	1.6138111681551799	1.1447834591868602	1.5914821908161398	1.9683966561850301	1.35149864912674	1.39135989477357	0.825853821586881	0.849143903688947	1.7328867896745102	1.48242877247639	1.1106221091901498	1.60173330948987	1.1322133363501399
mmu-miR-186-5p	1.9384975277433798	2.6831501603140495	1.86886556355613	1.5892731245471998	1.99348464780585	1.71499816098927	1.2346627060084099	1.30538460252875	1.80708678413443	1.82101004256524	2.3250181135117503	1.6099838607972699	3.0142040399951897	2.8233520340892406	2.5753248341219197	2.23068359990015
mmu-miR-188-5p	-0.8232646498021992	-0.67138980745992	-0.5118358119144679	-0.7017729863389259	-0.712843999129131	-0.7277806944999758	-0.8368425294335021	-0.8101016291539459	-0.799014046434365	-0.862804607251327	-0.8485657013317679	-0.84545557588444	-0.774173913120966	-0.672906823121174	-0.892973722883712	-0.8984074233783442
mmu-miR-1895	-2.30673633811319	-2.29700734701166	-2.2989556304381202	-2.3016892397617403	-2.30691656217638	-2.30614996545274	-2.26468872304065	-2.25766067470789	-2.2547466341770197	-2.27151208111068	-2.21130184598551	-2.2669524054939902	-2.24821814576812	-2.27655300987702	-2.2822000627961696	-2.29181036256681
mmu-miR-18a-5p	2.37385830525144	0.9243253681967281	1.75839293338915	1.5952755991694099	1.54744725869077	1.27813188351033	0.947114441693773	1.01458669424219	1.9217611535288	0.882165934195033	2.11494139189764	0.925455392900178	3.2869747659172304	2.6391018620954503	1.3863519649173501	1.8233312995975801
mmu-miR-18a-3p	-1.5617150362382999	-1.80623282874367	-1.8067899130066698	-1.8075222296107	-1.81039541004208	-1.70392467145911	-1.72421098940353	-1.70583929446756	-1.6982218363725798	-1.74204761302452	-1.7322651138176297	-1.73012837663476	-1.53354573610329	-1.75522487093513	-1.76998656986007	-1.7951084084231699
mmu-miR-190b-5p	-2.12498643910344	-2.11260572282771	-2.1162757800052803	-2.12142518608374	-2.12558343633993	-2.12444449199795	-2.0517258753359897	-2.03848686766516	-2.03299757631219	-2.06457930000709	-1.8447880449983	-2.05599006191315	-2.02069960907688	-2.0740750933548	-2.0847126663159696	-2.10281596133591
mmu-miR-191-5p	5.260957584268231	5.4541783276530005	5.2432694604656	5.158581297995879	4.41130083474702	5.04527510123666	5.02062513908618	4.6435875206291	5.43281688313557	4.8606038159581795	4.68540955701714	4.64120999490746	6.49034980593305	5.34550879397248	5.47816449041059	4.59764630802253
mmu-miR-192-5p	3.62100497800578	3.89770980255633	3.2674958810462797	2.3371492413104202	2.9529683033594	2.7352276527715293	2.9302443221630696	3.1248470533982005	3.3961323316469105	2.9121663117701	2.4064466130518998	3.3264046046077596	3.15649260460366	2.77181436874867	3.33654085792656	2.6016956070243396
mmu-miR-1934-3p	-1.7734485765421	-1.64168380288149	-1.7725225785438201	-1.71394055920052	-1.7738092426479	-1.72216587565569	-1.73230267717794	-1.72353819983422	-1.71990418353235	-1.74081189117042	-1.7361450113336598	-1.7351256505891002	-1.71176269303038	-1.74709828874084	-1.7541405663441598	-1.76612529533549
mmu-miR-193a-5p	-1.0234144030735899	-0.9320116600830071	-1.21503846862092	-1.2156635245591698	-1.0515570259083	-1.2165789043453998	-1.1544977549191	-1.13496816226371	-1.12687060489718	-1.1734585527594499	-1.16305950001402	-1.16078809245263	-1.1087291930507401	-1.1874663228757298	-1.20315839526808	-0.9826454874868169
mmu-miR-193b-3p	-2.16164741152686	-2.1410917926518	-2.14654143523023	-2.15418775278362	-2.16305620671857	-2.16038719297072	-2.05069172720143	-2.03103321606434	-1.70698338610946	-2.06977768880288	-2.05930998997175	-2.0570235884256203	-2.00462103852428	-2.08387792682094	-2.09967358550838	-2.12655504336507
mmu-miR-1943-5p	-2.12319457644796	-2.00759565667351	-2.11476295560655	-2.11977788799631	-2.12375928321123	-2.1226800912251003	-2.05189873345176	-2.0390054546221297	-1.93006642973626	-2.06441649855326	-2.0575511281906103	-2.05605156332299	-2.0216826997529	-2.07366431488397	-2.0840240939300303	-2.10165463212677
mmu-miR-1949	-1.26073005124472	-1.2528181195736798	-1.25417048802747	-1.2559586880364	-0.988477018736417	-1.2586148174341498	-1.15196754313489	-0.6273525204083139	-1.10848974755222	-1.1818068024118302	-0.9185011399234592	-1.1618668635212401	-1.07993998417761	-1.20385131171523	-0.787394175157717	-1.2488803381577
mmu-miR-195a-5p	-1.00806615499485	-0.524009360572654	-0.9986078684883629	-1.0011750959621601	-1.0115019997667198	-1.00500373316454	-0.28737964990742304	-0.854743880278951	-0.536625667960622	-0.15698272975838198	-0.908900015126182	-0.9045210618957851	-0.80415885055979	-0.9559529252381809	-0.978919852775297	-0.991060173896798
mmu-miR-1968-5p	-0.7458009728001	-0.9718043594556222	-0.750031243808133	-0.7676960455790242	-0.977946804958601	-0.975303878185218	-0.904282987237094	-0.877891197408905	-0.8669483663980291	-0.929906122363736	-0.9158531096198209	-0.9127835877904481	-0.8424325284547339	-0.948835863060009	-0.482826652104913	-0.6985091961744959
mmu-miR-1981-5p	2.32573459391647	2.01638864676384	2.3396998461650096	1.4336895396554301	2.12795181308168	1.96382640943214	0.939645900593994	0.991199617289923	1.0128945288978801	0.891352896818549	1.29608737035328	0.923390726437677	1.57233721294436	1.43144452786861	1.52811703194633	1.73059103647331
mmu-miR-1981-3p	-1.96737215164384	-1.96248926866708	-1.89541454885865	-1.96666681134841	-1.92560628324839	-1.96705357067034	-1.92269162538239	-1.91403718016884	-1.91044878650242	-1.93109401190474	-1.92648572161184	-1.92547915825721	-1.90240950694897	-1.86776598236231	-1.94425535450813	-1.95608962327136
mmu-miR-1983	-0.46340900392064005	-0.482484254853313	-0.8334641286849691	-0.7184334574043	-0.628540762219053	-0.73500397120918	-0.5232403087766261	-0.7343168199188921	-0.7218757485780141	-0.793453380787863	-0.777476296436695	-0.773986510290527	-0.694003318808165	-0.8149748914675591	-0.6216408132338079	-0.6746002481860921
mmu-miR-19a-3p	0.399971970978795	1.282261161727	1.15002721910278	0.8919441890463491	0.596681675650485	0.8219677803149591	0.43812487702727704	0.9512599899039671	1.62040471826655	0.40043964308134006	0.42090781766442603	0.8318221501736359	2.0000633863359902	0.7161458212281708	0.34555103453283104	1.06107605970705
mmu-miR-200a-5p	-0.8022489161607329	-0.955581115667494	-0.839744618172329	-0.9574367546352529	-0.478397152433453	-0.781237538707937	-0.8899431659737981	-0.863689550397395	-0.852804010593262	-0.9154321511413969	-0.9014527129649459	-0.8983992616213141	-0.828416525353091	-0.7266276703556469	-0.94789549896553	-0.687094743543587
mmu-miR-200a-3p	5.240317347047981	5.665498332597519	4.99773747384203	5.4870306190284595	6.1623799494163	5.69172216554279	5.562220622265031	4.42199791956252	5.51452506742313	5.31417958166129	4.97009873599552	5.628187938140429	3.28851939607759	4.41119023776191	5.44241206115726	5.28462402224462
mmu-miR-200b-5p	1.69792692536595	2.08245209606316	1.5858342471076399	2.03375480192888	1.9645625606736399	1.33627730098498	1.02435765591606	1.08712861208471	1.5978060409390602	1.8565380936866	1.69843018633293	3.2373988895136203	1.17159346662536	0.921834822011711	2.39059753147412	1.7356633098986998
mmu-miR-200b-3p	6.56053726732151	6.4454317968336	6.30322268171312	6.996624498807201	7.40614247086155	7.00472548271783	6.95367093856799	6.1479793493492405	6.58045786090224	7.0150790787467505	6.2874412226646195	6.6757385517887595	5.13964970017367	5.4539610578082405	7.0789855777502595	6.59755299383234
mmu-miR-200c-3p	8.13878636059542	8.173545950367691	8.0055249870733	8.32359623448579	8.15095368244813	8.30028174125197	8.15128381089389	7.621775086063599	7.8935440863666395	8.23206291355764	8.10851108817348	8.108429653231891	7.283791920427441	6.7771618826834	7.8294964038134	7.48112338868258
mmu-miR-203-5p	-1.90986879283873	-1.78276284799223	-1.9078628299324798	-1.9084172558922299	-1.91057521900918	-1.90922950403661	-1.8338332650558502	-1.8185593419218897	-1.81222631332412	-1.84866233875352	-1.5950878399699	-1.83875288287222	-1.7980380742259698	-1.85961769290809	-1.87189032510082	-1.8927762059373001
mmu-miR-203-3p	3.9968369386020295	4.46843061941917	4.3790925397023495	4.14671993127074	4.71991238567798	5.11054326014798	4.622334560270501	6.20528018158507	10.4941166147154	5.83831208659081	5.448191925940031	5.17486911810151	4.76157626228095	4.491838052494691	4.42856456051353	4.706897178775849
mmu-miR-205-5p	3.96611445569871	3.17124924944956	2.5475305201144303	2.44212242245294	3.00894113075207	1.1390915330446	3.8834095738945096	3.50757766040501	7.932889126791659	4.03886231642731	3.3219316486395196	4.39660942389492	2.0520160558458103	3.2906096766899706	3.84761324482922	3.45511793677545
mmu-miR-20a-5p	2.74309914013789	3.7218642530613195	3.31365128663244	3.2229263638416703	3.3483937203582297	2.60822265999817	3.36525469982036	2.74238968843815	2.4731812066892003	3.0052017474572903	3.83652824001943	2.9633988398842	4.038959229320709	4.3295805917168	3.2688626558758096	3.6528225896966404
mmu-miR-20a-3p	-1.82041957561027	-1.81832272704185	-1.81868499827002	-1.8191732071906102	-1.6746424553946102	-1.74816435767625	-1.65891572661096	-1.74921512026775	-1.7438927791297298	-1.77451398256426	-1.76767892061678	-1.7661859758486298	-1.7319688398228898	-1.78372097274255	-1.7940350166763201	-1.81158772168369
mmu-miR-20b-5p	-1.88670886644591	-1.8273707873679599	-1.7793479731373798	-1.88640886230241	-1.8868526051730299	-1.8865775422105	-1.8519219622346599	-1.8447769699187602	-1.8418144408900001	-1.8588588583217098	-1.85505431650305	-1.85422331148114	-1.83517732098024	-1.86398366617663	-1.86972468385388	-1.87949489526444
mmu-miR-210-3p	-0.836068990531786	-0.8277811288889431	-0.8397956045484499	-0.855743749413722	-0.92025467866568	-0.809894410624837	-0.9767386800572281	-0.954030826272058	-0.9446154661085959	-0.9987851729158521	-0.9866937702217791	-0.984052712023545	-0.923521706759139	-1.01507257845828	-1.03166860942138	-1.03573836228723
mmu-miR-2137	3.2717621614982404	3.64942972324123	3.17935998642624	1.8339054037948896	2.28883153595656	1.03979002185371	4.832907058890481	5.7820824049634805	4.350972659367939	2.8263401455437798	2.7180097938665004	2.7440721163252597	3.82814384714396	6.05927279794564	2.25876652404667	4.994724021975809
mmu-miR-214-3p	-2.3256786753681298	-2.31015379685804	-2.31313603834687	-2.31732037981813	-2.3261179438553796	-2.32414842190137	-2.2606836119974	-2.24992576381232	-2.15902960724589	-2.27112814037205	-2.26539983703885	-2.26414863543198	-2.2354720651455198	-2.2788443005081898	-2.28748825614439	-2.30219876197056
mmu-miR-215-5p	1.74038940507806	0.605484042890711	1.21233285255747	0.9945667751717779	1.25768636220491	1.71144522823096	0.358619166037082	0.3929914682089579	0.8855906555980719	0.326702114865938	0.343992175540005	0.34784074862909997	0.46264220936221795	0.304383746144704	0.280909764807364	0.6676722131270141
mmu-miR-219a-1-3p	-1.3048723124293	-1.1763560346171398	-1.3707925284313798	-1.20246733535229	-1.37333884612093	-1.37207992598649	-1.31057266283082	-1.2934308103197198	-1.28632328193823	-1.32721526289971	-1.3180876261095902	-1.3160939269015701	-1.27039988754377	-1.20178148690973	-1.35328392336126	-1.24937213877816
mmu-miR-21a-5p	6.06230665959881	4.9948464028289195	5.29534336752165	4.72004367912658	6.19221240211761	4.799248449166701	5.52931789698167	4.116302968688791	7.964764278112461	4.5331604998183	5.029955135088089	5.519306984458951	4.10187928499841	4.594423157793	5.45170471576818	4.5594619771388
mmu-miR-22-5p	-0.8430287052188999	-0.970786821593277	-0.9731287750952791	-0.64944337628266	-0.86635182418954	-0.689155099213161	-0.857763797729302	-0.81702414828141	0.446019171555382	-0.897316914422448	-0.875624000959552	-0.870885737881701	-0.7622884235546701	-0.926537782166777	-0.660265631382153	-0.964028329387741
mmu-miR-22-3p	3.43158120501187	3.79712280953529	3.35320989647757	3.0820733887464398	3.02390122291386	3.5027846981716095	3.12831396047731	2.84289344082725	5.4126013673895	4.08177459317461	4.13959827872078	4.3928612210182	3.64089644467761	3.3479677641765804	3.2670989364850898	3.0409152384558
mmu-miR-221-3p	0.9529659031877041	0.858627102153338	0.21661904477620397	0.7664146862257379	0.9729972790472099	0.44194523414389203	2.47949407860725	0.702871395449899	4.35150029909002	1.03378745309817	1.47956784934975	2.56370353956048	0.8054463551128059	0.9434298838900171	1.80994409658573	0.963837789019984
mmu-miR-222-5p	-2.08505514764534	-2.07282424077861	-2.07708410761509	-2.08306106740615	-1.9352534610460201	-2.08435097255473	-2.00216047975471	-1.98679385002765	-1.98042238248397	-2.0170795599876397	-2.00889718793969	-2.0071099576799	-1.84268241529239	-2.02810140875206	-2.0404485309045	-2.06146118066859
mmu-miR-222-3p	0.821531719710703	-0.22927836580945604	-0.243534186178236	-0.263172070983642	0.875304887002043	-0.00501394575308539	0.020875889266520002	0.6712720570974979	2.7442279880607496	-0.0318662735319952	-0.0027768987575935698	0.912637905617405	0.17075698770711803	0.73110638887503	0.6270328584508199	0.45605803934896
mmu-miR-223-3p	-0.6147298038591059	-0.8658960436486691	-0.868490923792514	-0.6909319221908361	-0.8859682602746591	-0.8771165514195071	-0.754218850659542	-0.36386994312252297	-0.693098735714376	-0.79616621557177	0.0996891815346058	0.303878796943187	-0.652964115370157	-0.8271558948891451	-0.8424302191889079	-0.858415965487062
mmu-miR-224-5p	-0.15697352482090698	-0.263598286403238	0.74787317261583	-0.7872345378662321	-0.8030169022148509	-0.7930413067128751	-0.673497681137125	-0.6266746651562739	-0.23105352249986302	-0.7189569877368159	-0.694024823432271	-0.688579028713309	-0.563765637996342	-0.742667550611047	-0.754404136841548	-0.7721274286498679
