	dICM1	dICM2	dICM3	dTE1	dTE2	dTE3	mICM1	mICM2	mICM3	mTE1	mTE2	mTE3	wtICM1	wtICM2	wtTE1	wtTE2
mmu-miR-10b-5p	7.58860977894872	8.07484886235826	7.37215764713114	8.73501887769209	8.36631229905757	8.76193913900455	9.25790265818865	8.12462912374279	8.04884317351611	9.783950020516109	9.764872771550419	9.73236119360535	5.805271065065731	6.05179742489096	8.10104519577625	7.61208601019367
mmu-miR-10b-3p	0.344587071878744	0.310586037065404	0.44841358381239504	0.8366374694384201	0.201198492400452	0.5910146587571539	0.89605834550138	0.689696004386313	0.269539641938183	1.3173941132287	0.210205159617504	1.08062134580696	0.326130961905378	0.178304079566269	0.43157701179989205	0.674313695186589
mmu-miR-1187	-1.6526308596185	-1.65101415536273	-1.65129723360112	-1.6516672197541002	-1.65309573252631	-1.65220784579324	-1.59456519561521	-1.5810156663436201	-1.57539762338173	-1.6077200980181399	-1.600505289596	-1.5989293989062199	-1.56281120669712	-1.61743861568358	-1.41059403176842	-1.44047665372722
mmu-miR-1195	-2.08481107352826	-2.07994253580657	-2.08162069684273	-2.08397530120505	-2.084927169123	-2.08470489983619	-2.05210477116009	-2.04605113609237	-2.0435411166515203	-2.05798209552336	-2.05475867599375	-2.05405460229854	-2.03791777934647	-2.0623241179041	-2.0671882275348503	-1.97818832204775
mmu-miR-1198-5p	0.22545982918522398	-0.0667115250794824	0.40507958961226703	-0.10689815431229402	-0.0699648275935291	0.28660811740816494	-0.18759233455819604	-0.12426547351696901	-0.0980082494584794	0.5050053078704579	-0.203275947270723	0.25291173871066003	1.87044577080883	-0.241442253581239	-0.26463964142228197	-0.30084361208445604
mmu-miR-122-5p	-0.536547369867853	-0.171905523635768	-0.522606650429581	-0.526379750949606	-0.541639862512056	-0.5320214666652879	-0.0578819255873127	-0.000876291646614624	-0.36188858931775203	-0.470631422927457	-0.0887378289983618	0.19954899895503603	-0.317879402294466	0.558550067249675	-0.49390276846550607	-0.118075414822123
mmu-miR-122-3p	-1.9761986557853202	-1.9605150441813999	-1.96746450782973	-1.9718452882414197	-1.9783772355563403	-1.9742613083673501	-1.84523556307551	-1.21590857529126	-1.8097724552917098	-1.86957425950079	-1.85622569737737	-1.85331004479986	-1.7864855493621998	-1.88755508854215	-1.90769794273305	-1.94197756960776
mmu-miR-1247-5p	-1.62008885376531	-1.6027762560062702	-1.60563885486893	-1.60948313204719	-1.6255416283972999	-1.6153226553950102	-1.4381915575793303	-1.07887788927277	-1.38193088338701	-1.47680383821182	-1.4556269264436799	-1.4510013707613798	-0.3863579868460129	-1.1857865609072	-1.5372853993433702	-1.5916685326770401
mmu-miR-1247-3p	-2.30673633811319	-2.29700734701166	-2.2989556304381202	-2.3016892397617403	-2.30691656217638	-2.30614996545274	-2.26468872304065	-2.25766067470789	-2.2547466341770197	-2.27151208111068	-2.21130184598551	-2.2669524054939902	-2.24821814576812	-2.27655300987702	-2.2822000627961696	-2.29181036256681
mmu-miR-1249-3p	0.445775317800254	-0.26420581474180704	0.25490002290305896	-0.119576573230593	-0.284599509987295	-0.142506133298023	-0.19802931444057897	0.23528316838017002	-0.12949623050151898	-0.216971467475705	0.391231130714375	0.142010093104621	-0.0844938723191041	-0.22812941982189897	0.20554106657327398	0.35564297220633795
mmu-miR-125a-5p	5.671244899677349	5.534940606206959	6.15514368104352	5.631521371190269	5.15845617804837	6.41909716136111	6.10005480303432	5.7734157993246695	6.09124775612782	4.957377112544759	5.3351731755897	5.467514539192259	6.07627020601627	5.26364024463589	6.40129731607244	6.32216280433051
mmu-miR-125a-3p	-1.45013494560848	-1.35290078556079	-1.2053572185652701	-1.44902123187823	-1.4506723265822101	-1.4496460249792702	-1.3922384440391	-1.3768483924285901	-1.3704672134665399	-1.4071802639986202	-1.3989854203438299	-1.39719546597995	-1.3561711004071901	-1.4182189123125801	-1.3069310560163	-1.3355686148010601
mmu-miR-125b-2-3p	-1.9669698837214602	-2.01689948020686	-2.01957781220676	-2.02168154128737	-1.97568234584995	-2.0221541226268798	-1.97247062370758	-1.96280906908427	-1.9588030975214	-1.98185078781385	-1.89907895017115	-1.9755825390839898	-1.94982829479042	-1.98878062186196	-1.9965437031123998	-2.00975511427295
mmu-miR-126a-5p	-0.6575182565458211	-0.6955621320669789	-0.859924879715629	-0.8619965737380699	-0.7742526967695279	-0.865069713088506	-0.772517879601279	-0.7370633508804341	-0.7223628353455591	-0.806939803471532	-0.7880610935701909	-0.0237200863820441	-0.6894284460474239	-0.17457974083219902	-0.6041069883857629	-0.853782778660702
mmu-miR-126a-3p	0.607350855232854	0.509329169444646	1.15267953467724	0.008696387266348691	0.385917160273043	0.28376154157815003	0.11806003890652803	0.149083815192316	0.9607062358086179	0.437778904174274	0.9718043139221729	0.10967514999636199	0.22883488759991003	0.8174887321705641	0.0583244213953999	0.0314830059790068
mmu-miR-127-5p	-1.99118157891935	-1.97273629200246	-1.9802612213436699	-1.9859626601405702	-1.99381045714158	-1.9888534616371998	-1.84791083874276	-1.82076613977741	-1.15521602936047	-1.8742649547041699	-1.8598110353992199	-1.85665394576762	-1.7842959003302499	-1.8937347260246298	-1.9155455537643302	-1.95266378088646
mmu-miR-127-3p	1.2394453964523	0.6104146502536899	1.43674502849042	0.0835755741128027	0.0176538392698172	0.29289410439519603	1.4374225815468	2.34867961547368	0.9566032840027628	0.27785842390562	0.304663973857393	0.310544153610129	2.28537717489982	0.946924810066066	0.203418327859144	0.141112996550192
mmu-miR-129-2-3p	-2.3375341093164903	-2.3181359268426402	-2.32180384314867	-2.32695024540011	-2.33820342865635	-2.3353481860059198	-2.25729159267574	-2.24406030777689	-2.23857421851779	-2.2701375194987996	-2.2630921687851	-2.2615532918050896	-2.1199745788933604	-2.27962777362118	-2.29025914131739	-2.30835187605798
mmu-miR-1306-5p	-0.893947568090373	-1.0406478526605099	-0.7447717524154509	-1.04222909844154	-0.8593074052195341	-1.0435465238581898	-0.976228491352369	-0.95226161040509	-0.942324219657013	-0.9994973425016891	-0.986735537198728	-0.9839480466674471	-0.920060925915482	-1.01668779622173	-0.705277932624695	-0.78340164348949
mmu-miR-130a-3p	1.62243344002974	0.8305779947371759	1.8188474412926599	0.9545758526476991	1.25881482040255	1.14937629167179	1.77642723184517	0.859488921698823	2.39909261148658	0.758745450915187	1.18226055604483	0.791240200888157	2.13682883784164	1.86201272265593	1.23431795025231	1.40178242752524
mmu-miR-130b-5p	-0.458856083007461	-0.5386165192323771	-0.244257186069802	-0.903544143770665	-0.9091100870490121	-0.9056306324292099	-0.827943149067231	-0.797871590782045	-0.785403016930452	-0.8571388802558391	-0.841126476604468	-0.83762897585895	-0.7574689717436209	-0.6455190144226801	-0.8908688064236271	-0.897900006316636
mmu-miR-130b-3p	1.13778542411449	1.5169929149814299	0.893375588081454	0.142869506730149	0.257662568193231	0.331416314418418	1.3975857037464399	0.39329598569824303	0.411881280784887	0.30565544126872807	0.32900235657164	1.73160957999848	2.2159432806952797	0.274944964557292	1.2206591822084298	0.18979544880893498
mmu-miR-132-3p	-1.4021115583210502	-1.34770671140948	-1.50720368221471	-1.43529989436922	-1.5087108283430901	-1.38758645710502	-1.45769587907676	-1.44462957032421	-1.4392118851446203	-1.47038163464516	-1.46342412988285	-1.46190444060803	-1.4270743412349498	-1.47975355819235	-1.49025236717746	-1.50625564352125
mmu-miR-134-5p	-0.5330051392618079	-0.42346459156046795	-0.441126059663008	-0.716241910070434	-0.750399625379293	-0.728549419203268	-0.543132120307383	0.4140460868901671	0.0219744524616034	-0.60119448241909	-0.569350170211984	-0.56239459326615	1.4066734181376201	0.0937340044384063	-0.651399220312344	-0.685477854225806
mmu-miR-135b-5p	0.70425730051298	0.684639474527574	0.658477762756696	1.335984195849	1.60943663331628	0.924526785249979	0.29923413660169607	0.7780566880629821	0.34383745440139696	0.270327991024904	0.28596549820188394	0.289453224872011	0.8948619890079961	1.00192361504046	0.22917967656237603	0.197358348877722
