	pausedE141	pausedE142	pausedE143	pausedTS1	pausedTS2	pausedTS3	wtE141	wtE142	wtE143	wtTS1	wtTS2	wtTS3
mmu-miR-677-3p	3.1690559644948304	2.20455163717991	3.3064958694402002	2.44915930188364	2.3722635254748	2.9438612874587298	1.7895762677375302	2.70112254564293	0.245634436766995	2.22172471305497	2.7074257103227204	2.83438720563185
mmu-miR-679-5p	-1.70802626495681	-2.05626024728821	-1.5098730046851798	-1.9190068804266798	-1.9693345931795299	-2.0956052788708703	-1.85439914693137	-1.76990922909882	-1.80381733933067	-1.84885298080791	-1.87456259517096	-1.85276245259199
mmu-miR-686	-2.37325112093751	-2.35612312694845	-2.26637107982694	-2.00484156010486	-2.3000452186921603	-2.39713166462625	-2.2258974946837498	-2.17139094067069	-2.19326590858693	-2.41117453075414	-2.23890543822015	-2.2248416223299703
mmu-miR-690	4.026792286716081	4.99393691776228	5.877543559469709	3.3752165670050096	3.52867910270903	3.82111532560971	2.01569375355823	3.30319133289814	3.967949410857	4.22649475878961	5.033651997557611	5.5159848046759805
mmu-miR-6902-3p	-2.4106768857745497	-2.3883957297856098	-2.27164070502802	-2.2732101633756203	-2.3154461116231	-2.44174217686287	-1.87720689298296	-2.14808465417098	-2.17654096801055	-2.4671590821271403	-2.23591169640225	-2.2176166131689903
mmu-miR-6911-3p	-2.39817986582434	-2.37762284382696	-2.26990241794611	-2.2713504303289302	-2.31031812651286	-2.4268412993951403	-2.2213260125227596	-2.15590723490272	-2.18216157600848	-2.4480756957138903	-1.9216023519972198	-2.22005875430111
mmu-miR-6925-5p	-2.4117241777544103	-2.3892983650879502	-2.2717853278657203	-2.27336497565906	-2.31587513373429	-2.4429911550477796	-2.2187929553239503	-2.14742711001992	-2.1760681717162402	-2.4687761910681	-2.23582435462906	-1.8734082585911598
mmu-miR-6937-3p	-2.4106768857745497	-2.3883957297856098	-2.27164070502802	-2.2732101633756203	-2.3154461116231	-2.44174217686287	-1.87720689298296	-2.14808465417098	-2.17654096801055	-2.4671590821271403	-2.23591169640225	-2.2176166131689903
mmu-miR-6947-5p	-2.1128451201054097	-2.08593690275913	-1.9449357094634199	-1.5340707147859698	-1.99783805448484	-1.5382686454771102	-1.8813513792428502	-1.79572114121748	-1.8300868930684702	-2.13744440701209	-1.90178696394291	-1.87969259521925
mmu-miR-6958-3p	-2.24192627995264	-2.21501347538002	-2.07398824465441	-2.07588395086529	-2.12689960829744	-1.9048053862260903	-1.59756233095069	-1.92474823878883	-1.95911984920266	-2.28752433160333	-2.03083214327456	-2.00873400797398
mmu-miR-696	-1.92477621079215	-0.6291803884557738	-1.71275214887172	-1.7153310380761697	-1.78473194389938	-1.51010773356001	-1.62623827024508	-1.5097283692427599	-1.5564869727263	-1.6199416185526	-1.65404326069277	-1.62398130159907
