	diapaused_ICM	mTor_ICM	paused_E14
mmu-miR-429-3p	1.7887716699515166	0.4436991767346891	1.0613485869292665
mmu-miR-431-5p	-0.7418201605758182	-0.3446826761074764	0.44694842231993853
mmu-miR-433-3p	0.4211863963142965	-0.40406710294355347	-0.5766768852390951
mmu-miR-434-3p	1.2335889465383978	1.1715444904666374	0.5066498742264417
mmu-miR-434-5p	0.26946452792858133	0.009564753029308024	-0.21559672113693648
mmu-miR-450b-3p	0.16231112391572974	0.009564753029308024	1.0873407756998574
mmu-miR-455-5p	-0.2797669227127562	0.5844794195749327	-0.9065638092379061
mmu-miR-466d-3p	0.5725664863427027	0.06171035981951355	-1.7663132187568829
mmu-miR-466f-3p	-0.018190669545277927	-2.177333457813022	-2.151387705778365
mmu-miR-466g	0.14584311963426755	-1.3573225003102694	-1.9401210878909965
mmu-miR-466h-3p	0.31700060561896637	0.009564753029308024	-1.3684072610789144
mmu-miR-466h-5p	0.4240834842035787	0.009564753029308024	-2.2074026678195926
mmu-miR-466i-3p	-0.04210977417352385	0.009564753029308024	0.1807279044447596
mmu-miR-466l-3p	0.032917131802191135	0.009564753029308024	-2.231621337905197
mmu-miR-466m-3p	1.4959720547258928	1.4827640257975125	-3.0317340221425932
mmu-miR-466n-3p	0.7680878577686889	-1.1154742194349132	-1.644815039498545
mmu-miR-466o-3p	0.024173599130167634	-0.4520728337956946	-1.6672034344197684
mmu-miR-467c-5p	0.4319146279858007	-0.7437735031695927	-1.2085312341131906
mmu-miR-467d-5p	-0.9069161471900025	-2.26845443790486	-1.4256925424934903
mmu-miR-467e-3p	1.4656965913424684	0.009564753029308024	-2.2970122351139635
mmu-miR-467e-5p	0.7086595639423128	1.0316972158212074	-1.4283949843568542
mmu-miR-471-5p	-0.6881427124710838	0.04411264787050383	0.9338585926223866
mmu-miR-483-3p	1.1123166894021141	1.0301230148099236	0.1807279044447596
mmu-miR-483-5p	-0.21758004500014524	-2.033398347411961	0.1807279044447596
mmu-miR-484	-1.1081241199652816	-1.2155050169678832	0.4289530226099956
mmu-miR-485-3p	-0.22241086153128325	-0.34038429217914207	0.4174326152922655
mmu-miR-485-5p	0.46073188435104684	0.009564753029308024	0.012044893014164726
mmu-miR-487b-3p	-0.6822456023292066	-0.10538465800151747	0.666494126264203
mmu-miR-494-3p	0.05498232310859611	0.4022290768967611	0.6351716857305024
mmu-miR-495-3p	-1.4109306523883356	-0.7052905244762356	0.5217154727974931
mmu-miR-497a-5p	0.2033188038336501	0.009564753029308024	-0.6555594060850028
mmu-miR-500-3p	0.30983266335283505	-0.5404848775631672	-0.09993786459401474
mmu-miR-500-5p	0.05681806537671735	0.009564753029308024	0.1807279044447596
mmu-miR-501-3p	1.1259849020998032	-0.7466967222826989	-0.09047160166400323
mmu-miR-503-3p	0.7865693262166563	1.3571771583509058	0.7884051728925139
mmu-miR-503-5p	-0.1446477995587421	-0.20746414144303033	-0.7372754298080464
mmu-miR-505-5p	-1.3445049300382754	-0.37190259301565465	0.5056174040897619
mmu-miR-5099	1.1005015240001303	-1.666988380855746	-0.8395946900154444
mmu-miR-5100	-0.6822456000914402	-0.10538465624886514	-0.43962543736964543
mmu-miR-5121	-0.7049842592318716	-0.15024000732689607	1.2385160112211764
mmu-miR-5126	-3.074435970555484	-0.11863498313134464	0.5428891685569516
mmu-miR-5128	-0.8575607048508412	-0.38675520316599976	-0.22517240750781048
mmu-miR-532-3p	1.1181679350652358	0.9067764780820697	0.676768301680605
mmu-miR-532-5p	0.6657541722784418	0.1339343471125377	-0.0450111265087607
mmu-miR-541-5p	-0.07377707361050519	-0.5564544650753164	0.6520671220622962
mmu-miR-542-3p	2.032374201789726	0.009564753029308024	1.1992769941961525
mmu-miR-542-5p	-0.020401863388178933	0.26034202223326525	0.5338164502534978
mmu-miR-543-3p	-0.6822456000914402	-0.10538465624886514	0.4146339074232803
mmu-miR-574-3p	0.6152526280948735	0.2075458251765077	1.1233419393257416
mmu-miR-574-5p	0.4708069670859893	0.9347079518716167	0.23329619730430326
mmu-miR-615-3p	0.8392849577409773	0.009564753029308024	0.1807279044447596
mmu-miR-6236	0.009457428262265007	0.009564753029308024	1.4255284185087818
mmu-miR-6240	0.5193004645321985	1.0189127099807034	1.1493377564637592
mmu-miR-6516-3p	0.4367861318915532	0.009564753029308024	0.10169768541235343
mmu-miR-652-3p	1.2497123565877113	-0.5059999568260266	0.5949575958180491
mmu-miR-6538	-0.05339959571306404	0.6394848377563657	0.5116614653587848
mmu-miR-6539	-1.1261412482262407	-0.8277325771557736	-1.54887029104452
mmu-miR-664-3p	0.3973179177753505	0.009564753029308024	0.47837713148618394
mmu-miR-665-3p	0.15615658280998976	0.009564753029308024	-0.20523331523951585
mmu-miR-669a-3-3p	1.0257098931491522	0.009564753029308024	-2.343985597541561
mmu-miR-669b-3p	1.2102670898094765	0.6312004204424192	-2.097978410025827
mmu-miR-669c-3p	0.1514338472156527	0.5021435393945434	-2.40237689713203
mmu-miR-669c-5p	0.553321015434751	-0.23089461529997896	-2.5654255501160153
mmu-miR-669e-3p	0.2618145548402405	0.009564753029308024	-1.32066359526171
mmu-miR-669f-3p	3.5732056700236785	1.739729675533777	-2.399159535609353
mmu-miR-669f-5p	-0.086553382806289	-0.147678107529106	-1.963356690976179
mmu-miR-669h-5p	0.16478696011369112	-0.8559652538859062	-2.490795897397283
mmu-miR-669i	-0.6822456000914402	-0.10538465624886514	0.1807279044447596
mmu-miR-669l-5p	-2.6745497157805564	-1.8406628183093694	-2.390762747008496
mmu-miR-669o-5p	0.3227399436814971	0.009564753029308024	-1.7539824129925874
mmu-miR-671-5p	-0.4183203817532465	-0.4669320886694968	-0.89638493046266
mmu-miR-672-5p	-2.9704716006521767	-3.0770801097456295	0.39855696245368943
mmu-miR-674-5p	-1.2600861358366853	-0.9021866646288826	0.09969694990728145
mmu-miR-676-3p	3.0736935320405765	1.3867108578731546	0.6292844153167348
mmu-miR-677-3p	-0.926704124807647	-0.3048346445953667	1.0221374239228527
mmu-miR-702-3p	0.8353622137915712	0.13112563194020696	0.24644112718264397
mmu-miR-7021-5p	-0.020401863388178933	0.26034202223326525	0.1807279044447596
mmu-miR-7033-5p	-0.4482393796074395	-0.12694426523612376	1.518007477221018
mmu-miR-706	0.03291713180219102	0.009564753029308024	0.7152518243333729
mmu-miR-708-5p	-0.832476886133259	-0.44187652635727676	-0.3043629103127005
mmu-miR-7082-3p	-0.27684143542375494	0.009564753029308024	0.1807279044447596
mmu-miR-709	-0.020401863388178933	0.41537954815035755	0.23621532739609455
mmu-miR-741-3p	0.3183518912113935	0.05164661939584702	0.7180184034994433
mmu-miR-742-3p	0.034511371517143806	0.009564753029308024	0.1807279044447596
mmu-miR-743a-5p	0.2033188038336501	0.009564753029308024	0.1807279044447596
mmu-miR-743b-3p	-0.6060725573338802	-0.47286021896317443	-0.5742128827493251
mmu-miR-744-3p	-0.020401863388178933	0.009564753029308024	-0.5424624718186541
mmu-miR-744-5p	-0.17904564630386854	-0.9220239912204949	-0.21713458132721097
mmu-miR-871-3p	0.3443047540460818	0.42910445760873356	0.019714673358890857
mmu-miR-871-5p	1.500816009106203	-0.047244633143570344	0.8031854029755929
mmu-miR-872-5p	0.22754419381237612	0.21602993920123306	0.4298884335125781
mmu-miR-874-3p	-0.020401863388178933	0.009564753029308024	0.6919109687180972
mmu-miR-877-3p	-0.598327917530637	-0.45839894759775124	0.8350089945557237
mmu-miR-877-5p	0.2004882113112629	-0.809086116723165	-0.5530047059418891
mmu-miR-878-3p	-0.23029371086831293	-0.6468480169694736	0.28560582616342245
mmu-miR-881-3p	0.724998804385714	0.30050186315499383	0.3175626342664186
mmu-miR-883a-3p	-0.020401863388178933	0.21890039350426	0.019714673358890857
mmu-miR-92a-1-5p	-0.926704124807647	-0.3048346445953667	-0.031563323639105675
mmu-miR-92a-3p	-0.9409065127913168	-0.380583864851175	1.0156639200961028
mmu-miR-92b-3p	-1.4074240149601236	-0.4092682724678706	0.25190467371661857
mmu-miR-92b-5p	0.6042502007129931	0.009564753029308024	0.7808718128909865
mmu-miR-93-3p	-0.020401863388178933	0.009564753029308024	0.1946196320057673
mmu-miR-93-5p	-0.3559018943042821	-1.6559783782557072	0.5999480261256207
mmu-miR-96-5p	-0.4858182946304697	-0.6723139927757824	-0.3148342999543215
mmu-miR-98-5p	1.8621898289242504	1.3000437624464127	0.3751938492798902
mmu-miR-99b-3p	-1.4592107276164508	-0.12287722665865744	0.2993139625985327
mmu-miR-99b-5p	0.5393711830484772	-0.7837967787404853	0.36447921603683303
