	diapaused_ICM	mTor_ICM	paused_E14	cluster
mmu-let-7d-5p	1.9944761625411	0.39209010866500704	0.781503948391078	1
mmu-let-7g-5p	1.0432832970979	0.88517502044738	0.542781188777234	1
mmu-miR-141-3p	1.5801735706172402	1.67425929594462	0.539699221675942	1
mmu-miR-148a-3p	0.8387474439276241	1.16170371846325	1.72782442509445	1
mmu-miR-152-3p	3.36926965413735	2.46955883545886	-0.4948268783469821	1
mmu-miR-1839-5p	2.0260155011234002	1.5978297493590803	1.63265051990513	1
mmu-miR-200a-3p	1.52171204216284	1.44912164076972	0.8386758256013729	1
mmu-miR-200b-3p	1.23198642075027	1.4152030868127599	1.4233482110629698	1
mmu-miR-200b-5p	1.8621378994934499	0.391646779090275	2.12052288838421	1
mmu-miR-200c-3p	1.18701579102475	0.978491146807933	1.8681782255983501	1
mmu-miR-224-5p	1.6020097741838797	0.277841547104549	0.409597406606649	1
mmu-miR-26b-5p	0.563257154946317	1.4569487415980402	3.08213571145658	1
mmu-miR-30d-5p	1.32338581078125	1.1265635753794099	0.911986628759	1
mmu-miR-429-3p	1.4604819489844998	0.447465136448086	1.3991240537666398	1
mmu-miR-434-3p	1.01230252838678	1.19765997205317	0.517822572922114	1
mmu-miR-483-3p	0.9144037148145979	1.05189594956145	0.0	1
mmu-miR-503-3p	0.651439363913754	1.3889927540866598	0.965473444041463	1
mmu-miR-532-3p	0.9191272189520301	0.9247618826145171	0.788105554657854	1
mmu-miR-542-3p	1.6571336763729	0.0	1.6182637539158202	1
mmu-miR-574-5p	0.3965355544224671	0.953551031891741	0.0835201403602403	1
mmu-miR-669f-3p	2.90099254580311	1.7832920884696901	-4.09890733341214	1
mmu-miR-676-3p	2.49775402424665	1.4194333277084101	0.71266348419617	1
mmu-miR-98-5p	1.51974983784722	1.33010499629048	0.308966149068472	1
