	diapaused_ICM	mTor_ICM	diapaused_TE	mTor_TE
mmu-miR-378a-5p	0.8703775295549021	1.153268197546061	-0.47266338241987754	-1.1969826516158142
mmu-miR-378a-3p	0.7340734488914644	0.4135872744812709	0.9265310997618286	0.29375911075579597
mmu-miR-378b	0.06505792796564859	-0.019291773711047767	0.06798278309159222	0.09198770180862852
mmu-miR-378c	-0.7507576207030747	-0.4187215966604504	0.15617432350597596	-0.023253548884206388
mmu-miR-378d	-0.17114677360135894	0.21982879558225757	0.01671832436497094	0.09198770180862852
mmu-miR-379-5p	0.23536063507951985	1.0186687990309191	0.06798278309159222	0.09198770180862852
mmu-miR-379-3p	-0.30319512282082767	-0.37720340334098873	0.06798278309159222	0.09198770180862852
mmu-miR-381-3p	0.29125214692176854	0.20676179632858285	0.06798278309159222	0.09198770180862852
mmu-miR-382-5p	-2.179337182507681	-1.2456831748546822	-2.5082032263495333	-1.0359344206335728
mmu-miR-382-3p	0.43315517447138624	-0.1962259374506113	0.06798278309159222	0.09198770180862852
mmu-miR-3960	-1.3287515287427143	-0.5951341358867187	-1.3952760484443485	-0.06299221244151731
mmu-miR-3963	0.012669520931146108	0.7605519639885508	0.06798278309159222	0.09198770180862852
mmu-miR-3968	-1.5230836983250742	0.17239079764617238	0.7808582269697206	0.5693482681114088
mmu-miR-409-3p	-1.4579951817389831	-1.1115612012715073	-1.7498825374035374	-0.5793877674135517
mmu-miR-410-3p	0.04137200982873542	-0.590350432598297	0.06798278309159222	0.4165006016949565
mmu-miR-411-5p	0.5635240462439515	0.3260294890776038	0.06798278309159222	0.09198770180862852
mmu-miR-411-3p	-0.6376229135958613	-0.13903761084066332	0.06798278309159222	0.09198770180862852
mmu-miR-421-3p	1.74961011293085	0.8535789298830789	-1.40496754967398	-0.44550381010691875
