	diapaused_TE	mTor_TE	paused_TS	cluster
mmu-miR-709	-0.40729005091729104	-0.0645303494445126	-0.22917193024735197	6
mmu-miR-741-3p	-0.10596912392520402	-0.126810969363428	0.35004390806369995	6
mmu-miR-742-3p	-0.0351994393286489	0.0	-0.20936276694599498	6
mmu-miR-871-3p	0.0261794784604179	0.0514585886180339	0.0	6
mmu-miR-871-5p	0.446981803695486	0.25385164492655	0.538647267288291	6
mmu-miR-874-3p	0.0	0.333953268269145	0.0	6
mmu-miR-881-3p	0.120613758781038	0.32352865359736604	0.344668152157033	6
mmu-miR-883a-3p	-0.37981152762825804	-0.0605830135927467	0.0	6
mmu-miR-92a-1-5p	0.0	0.0	-0.0946725323721027	6
mmu-miR-92b-5p	-0.135913530007691	-0.0886066692677865	0.0	6
mmu-miR-93-3p	0.5316248486955979	0.0	0.9155210817919791	6
