	diapaused_TE	mTor_TE	paused_TS
mmu-miR-669o-5p	0.42911332161351495	0.15020315855089408	-0.40760983765224257
mmu-miR-671-5p	-1.1090307793442733	-0.48668874538019474	1.0975907443281043
mmu-miR-672-5p	-2.4983970696490356	-4.477967104499159	-1.6027574014804236
mmu-miR-674-5p	-0.008911054901103221	0.15020315855089408	0.36907464921763583
mmu-miR-676-3p	0.5813055358002351	2.5959807049297634	0.1742554899941775
mmu-miR-677-3p	0.08256603550808078	0.15020315855089408	0.2569578965196292
mmu-miR-702-3p	-0.31993451005774637	-0.2932873246829147	1.1560159903560394
mmu-miR-7021-5p	0.08256603550808078	0.15020315855089408	-0.023786790864006382
mmu-miR-7033-5p	0.08256603550808078	0.5313788793830235	0.4647057263670026
mmu-miR-706	0.08256603550808078	0.15020315855089408	0.5647588087697706
mmu-miR-708-5p	0.6980635506090817	0.15020315855089408	0.7685656034365639
mmu-miR-7082-3p	-0.5629262995884559	-0.16896692756046428	-0.029724387609267437
mmu-miR-709	-0.4889479944640255	0.07112387328732321	-0.04902424099093267
mmu-miR-741-3p	-0.06613104395828084	-0.005198461108136307	0.5152994805958261
mmu-miR-742-3p	0.03317378205585991	0.15020315855089408	-0.029724387609267437
mmu-miR-743a-5p	0.08256603550808078	0.15020315855089408	-0.5208818038237886
mmu-miR-743b-3p	-1.1270698601326463	-0.9403706487492834	0.1742554899941775
mmu-miR-744-3p	-0.7656676904318171	-0.15441887637880844	-1.2051056930944484
mmu-miR-744-5p	-0.6620295853534027	-1.3082259422884497	0.31975524061378374
mmu-miR-871-3p	0.11930137732108208	0.2132635393424982	0.1742554899941775
mmu-miR-871-5p	0.709775984238412	0.4612878933551684	0.6990536919650057
mmu-miR-872-5p	-0.42754728954481386	0.04965769390667664	1.401683547479434
mmu-miR-874-3p	0.08256603550808078	0.5594491334059586	0.1742554899941775
mmu-miR-877-3p	1.0329945767898105	0.15020315855089408	-1.635087197266196
mmu-miR-877-5p	1.0454571502340246	-2.126286432632087	-0.010761507571770142
mmu-miR-878-3p	1.6328425688626578	0.7410992059726514	0.4020975929744822
mmu-miR-881-3p	0.25181263310059787	0.5466741975116278	0.5100619398054391
mmu-miR-883a-3p	-0.4503898181785293	0.07596117078439202	0.1742554899941775
mmu-miR-92a-1-5p	0.08256603550808078	0.15020315855089408	0.08201706647997632
mmu-miR-92a-3p	-0.33332086779695297	0.40604692128531783	1.1666140328502037
mmu-miR-92b-3p	0.5185173482942448	1.0397412687446947	-0.8609080236117971
mmu-miR-92b-5p	-0.10814937501444177	0.04161933503840557	0.1742554899941775
mmu-miR-93-3p	0.8285480672985697	0.15020315855089408	1.0662377699927645
mmu-miR-93-5p	-0.1613035381269774	-1.5125106918335731	0.6996887447023507
mmu-miR-96-5p	-0.9021253927586451	-0.6476312404041901	-0.6214246794972157
mmu-miR-98-5p	0.4726857323774401	-1.4455813161081101	-1.259931956996164
mmu-miR-99b-3p	-0.8356970307459076	-0.9627522166555209	0.8295577374457915
mmu-miR-99b-5p	-1.7042424043002335	-2.4441380064725036	1.623284394918939
